year,start_date,end_date,days,return_pct,max_drawdown_pct,sharpe,annual_pct
2025,2025-04-09,2025-12-31,181,35.19256556855082,-8.684350811477493,3.735915217049004,52.16719640052503
2026,2026-01-05,2026-04-09,62,-2.8375356068812363,-12.725317520993329,-0.5287158894321948,-11.04148199017837
