action,symbol,name,prev_rank,new_rank,realtime_market_cap,realtime_price,signal_date,effective_date
enter,603182,嘉华股份,,3.0,2854942500.0,17.35,2026-04-02,2026-04-03
enter,002718,友邦吊顶,,88.0,9852274265.0,76.11,2026-04-02,2026-04-03
enter,000795,英洛华,,99.0,10883367389.0,9.6,2026-04-02,2026-04-03
exit,300790,宇瞳光学,88.0,,,,2026-04-02,2026-04-03
exit,300843,胜蓝股份,92.0,,,,2026-04-02,2026-04-03
exit,605318,法狮龙,98.0,,,,2026-04-02,2026-04-03
