date,signal_label,next_holding,microcap_close,hedge_close,microcap_mom,hedge_mom,momentum_gap,ratio_bias_mom,ratio_r2,hedge_ratio,weight,futures_drag,current_holding,trade_state,momentum_trade_state,member_rebalance_state,member_rebalance_required,member_enter_count,member_exit_count,member_rebalance_label
2026-04-09,cash,cash,960.6382890912771,7921.447,-0.04925839239670504,-0.01227079235951467,-0.03698760003719037,,0.1833324021680716,1.0,1.0,0.0,cash,hold,hold,rebalance,True,8,8,名单调仓（调入 8，调出 8）
