date,return_raw,holding,next_holding,signal_on,microcap_close,hedge_close,microcap_ret,hedge_ret,microcap_mom,hedge_mom,momentum_gap,ratio_bias_mom,ratio_r2,futures_drag,active_spread_ret,weight,realized_vol,scale_raw,return,nav,entry_exit_cost,rebalance_cost,total_cost,return_net,nav_net,nav_rebased,drawdown
2025-04-09,0.0171786370044626,long_microcap_short_zz1000,long_microcap_short_zz1000,True,192004.2799566379,5652.33,0.0395360977008072,0.0221174606963445,-0.1266593224901878,-0.1422308284152076,0.0155715059250197,-6.39276263214651,0.0694356708101241,0.0002399999999999,0.0174186370044626,1.0,,,0.0171786370044626,62.82886124220877,0.0,0.0,0.0,0.0171786370044626,26.26887125830824,1.0171786370044626,0.0
2025-04-10,0.0180002754165713,long_microcap_short_zz1000,long_microcap_short_zz1000,True,199999.23744714903,5784.59,0.0416394753925104,0.023399199975939,-0.0994562189139633,-0.1251283664527603,0.0256721475387969,-4.377588823062911,0.4107804143520078,0.0002399999999999,0.0182402754165713,1.0,,,0.0180002754165713,63.95979804867808,0.0,0.0,0.0,0.0180002754165713,26.74171817584024,1.0354881326183956,0.0
2025-04-11,-0.010085179784786,long_microcap_short_zz1000,long_microcap_short_zz1000,True,200713.1892652172,5862.19,0.0035697727010426,0.0134149524858286,-0.086181842283286,-0.1070105473534126,0.0208287050701265,-3.461623495857337,0.8130193151083182,0.0002399999999999,-0.009845179784786,1.0,,,-0.010085179784786,63.314751986358544,0.0,0.0,0.0,-0.0100851797847859,26.47202314028281,1.0250450486359268,-0.010085179784785847
2025-04-14,0.0068382641816846,long_microcap_short_zz1000,long_microcap_short_zz1000,True,204747.66510733147,5938.53,0.0201007011890146,0.0130224370073299,-0.0695914119567122,-0.0912814878516801,0.0216900758949678,-1.4324647873304832,0.6615069031344858,0.0002399999999999,0.0070782641816846,1.0,,,0.0068382641816846,63.74771498703911,0.0,0.0,0.0,0.0068382641816846,26.65304582793974,1.032054577476627,-0.0033158807267894552
2025-04-15,0.0151238835875542,long_microcap_short_zz1000,long_microcap_short_zz1000,True,207048.67740990728,5914.03,0.0112382834811306,-0.0041256001064235,-0.0444091690757557,-0.0767421057479302,0.0323329366721745,3.1084941205905623,0.6505557139307053,0.0002399999999999,0.0153638835875542,1.0,,,0.0151238835875542,64.71182800747567,0.0,0.0,0.0,0.0151238835875542,27.056143390295247,1.047663250762386,0.0
2025-04-16,-0.0017967128031132,long_microcap_short_zz1000,long_microcap_short_zz1000,True,203971.79541034016,5835.35,-0.014860669665016,-0.0133039568619028,-0.014930927904201,-0.0825411849052094,0.0676102570010084,7.826295818276032,0.549420509962047,0.0002399999999999,-0.0015567128031132,1.0,,,-0.0017967128031132,64.59555943758178,0.0,0.0,0.0,-0.0017967128031132,27.00753127106304,1.04578090078639,-0.0017967128031131097
2025-04-17,0.0145153606453547,long_microcap_short_zz1000,long_microcap_short_zz1000,True,207128.63129694056,5839.56,0.0154768255103585,0.0007214648650037,0.0010841861468271,-0.0746661257915052,0.0757503119383323,13.49694618397587,0.9279061963247502,0.0002399999999999,0.0147553606453547,1.0,,,0.0145153606453547,65.53318727890674,0.0,0.0,0.0,0.0145153606453547,27.399555327603213,1.0609607877173284,0.0
2025-04-18,-0.0002599295277566,long_microcap_short_zz1000,long_microcap_short_zz1000,True,206845.35517841304,5831.69,-0.0013676338068463,-0.0013477042790897,-0.0278979236487325,-0.0794360140870193,0.0515380904382868,19.32275716460024,0.8690181446941438,0.0002399999999999,-1.9929527756645804e-05,1.0,,,-0.0002599295277566,65.51615326848494,0.0,0.00084,0.00084,-0.0010997111869531,27.369423730091903,1.059794037270157,-0.0010997111869530674
2025-04-21,-0.010247215709336,long_microcap_short_zz1000,long_microcap_short_zz1000,True,209065.40833768417,5952.64,0.0107329127954372,0.0207401285047732,-0.0064122748435913,-0.0594317695223558,0.0530194946787645,24.70405287665585,0.2198421059689149,0.0002399999999999,-0.010007215709336,1.0,,,-0.010247215709336,64.84479511349686,0.0,0.0,0.0,-0.0102472157093359,27.08896334128944,1.0489340991627818,-0.0113356579185383
2025-04-22,0.0059000750968033,long_microcap_short_zz1000,long_microcap_short_zz1000,True,210232.1311828392,5949.31,0.0055806594425726,-0.0005594156542306,0.0196467215224371,-0.0508924241264006,0.0705391456488377,23.449969551666022,0.0845100219325085,0.0002399999999999,0.0061400750968033,1.0,,,0.0059000750968033,65.22738427430332,0.0,0.0,0.0,0.0059000750968032,27.248790259297596,1.05512288911944,-0.005502464054725986
2025-04-23,0.0054398439059042,long_microcap_short_zz1000,long_microcap_short_zz1000,True,212672.56094662385,5984.58,0.011608262495623,0.0059284185897188,0.0404231901931704,-0.0388764423887644,0.0792996325819348,22.719436510388384,2.771121739367393e-06,0.0002399999999999,0.0056798439059042,1.0,,,0.0054398439059042,65.58221106314596,0.0,0.0,0.0,0.0054398439059042,27.397019424932896,1.0608625929377964,-9.255269437735691e-05
2025-04-24,0.0041824460970598,long_microcap_short_zz1000,long_microcap_short_zz1000,True,211335.1878056669,5920.48,-0.006288414147101,-0.0107108602441609,0.009701876799927,-0.0541578533680113,0.0638597301679384,26.00720384012249,0.4024526659752171,0.0002399999999999,0.0044224460970598,1.0,,,0.0041824460970598,65.85650512584357,0.0,0.0,0.0,0.0041824460970598,27.51160598189778,1.0652995935491458,0.0
2025-04-25,-0.0017146835441863,long_microcap_short_zz1000,long_microcap_short_zz1000,True,211702.4659213208,5939.5,0.0017378938144063,0.0032125773585927,0.0081915575519524,-0.0538054084192919,0.0619969659712443,26.5629531436442,0.875647931460253,0.0002399999999999,-0.0014746835441863,1.0,,,-0.0017146835441863,65.74358206022666,0.0,0.0,0.0,-0.0017146835441862,27.464432283846484,1.0634729418664588,-0.0017146835441862462
2025-04-28,0.0071804250940548,long_microcap_short_zz1000,long_microcap_short_zz1000,True,211047.83017300308,5877.06,-0.0030922443225627,-0.0105126694166175,0.0045762048720243,-0.0525852535602247,0.057161458432249,25.198664907465123,0.8847920723189016,0.0002399999999999,0.0074204250940548,1.0,,,0.0071804250940548,66.21564892662497,0.0,0.0,0.0,0.0071804250940548,27.661638582611385,1.071109129665085,0.0
2025-04-29,0.0257457965195087,long_microcap_short_zz1000,long_microcap_short_zz1000,True,217477.23901263805,5903.38,0.0304642262105445,0.0044784296910358,0.193487852862624,0.074037013048446,0.119450839814178,25.46338313215478,0.7106377882172501,0.0002399999999999,0.0259857965195087,1.0,,,0.0257457965195087,67.92042355029707,0.0,0.0,0.0,0.0257457965195087,28.37380950095549,1.0986856873676303,0.0
2025-04-30,0.0159428745924761,long_microcap_short_zz1000,long_microcap_short_zz1000,True,222718.5215274203,5950.12,0.0241003727037276,0.0079174981112515,0.2058269888910544,0.0759671755255857,0.1298598133654687,29.67225583961073,0.8648363437218837,0.0002399999999999,0.0161828745924761,1.0,,,0.0159428745924761,69.00327034522732,0.0,0.0,0.0,0.0159428745924761,28.82616958754003,1.1162018954978807,0.0
2025-05-06,0.0151919087910745,long_microcap_short_zz1000,long_microcap_short_zz1000,True,231874.9394471041,6102.92,0.0411120631409027,0.0256801543498281,0.2076550559157874,0.0797175677994739,0.1279374881163135,34.02491286932467,0.980578473609832,0.0002399999999999,0.0154319087910745,1.0,,,0.0151919087910745,70.05156173459787,0.0,0.0,0.0,0.0151919087910745,29.264094126709985,1.133159132886709,0.0
2025-05-07,0.0114993692545588,long_microcap_short_zz1000,long_microcap_short_zz1000,True,234922.61440044065,6111.49,0.013143615090978,0.0014042458364191,0.1746175505420131,0.0565122160775439,0.1181053344644691,41.24011106075137,0.98021991474247,0.0002399999999999,0.0117393692545588,1.0,,,0.0114993692545588,70.85711050984253,0.0,0.00102,0.00102,0.0104676398979191,29.570420125967196,1.1450206346368053,0.0
2025-05-08,0.0102007742614511,long_microcap_short_zz1000,long_microcap_short_zz1000,True,239166.2846497236,6158.08,0.0180641197958462,0.007623345534395,0.1915823047069191,0.0504743107951124,0.1411079939118067,43.59104800552568,0.9926480448688636,0.0002399999999999,0.0104407742614511,1.0,,,0.0102007742614511,71.57990789897212,0.0,0.0,0.0,0.0102007742614511,29.87206130648845,1.156700731655439,0.0
2025-05-09,0.0053542766774157,long_microcap_short_zz1000,long_microcap_short_zz1000,True,237552.5741534704,6082.08,-0.0067472323643634,-0.0123415090417792,0.1602211631030916,0.024172648786821,0.1360485143162706,45.00648984229829,0.9770839393490652,0.0002399999999999,0.0055942766774157,1.0,,,0.0053542766774157,71.96316653040715,0.0,0.0,0.0,0.0053542766774157,30.03200458764812,1.1628940274056914,0.0
2025-05-12,-0.0067594634245209,long_microcap_short_zz1000,long_microcap_short_zz1000,True,239338.61253446955,6167.46,0.0075184972731352,0.0140379606976561,0.1559533513012296,0.0428523358860202,0.1131010154152094,45.48915936510385,0.7210451013531373,0.0002399999999999,-0.0065194634245209,1.0,,,-0.0067594634245209,71.47673413833215,0.0,0.0,0.0,-0.0067594634245209,29.829004351072864,1.1550334877608488,-0.0067594634245209395
2025-05-13,-0.0008769074872077,long_microcap_short_zz1000,long_microcap_short_zz1000,True,238547.80618511632,6151.01,-0.0033041319199563,-0.0026672244327485,0.1695136854839067,0.0540944416358915,0.1154192438480152,47.79332105865531,0.2168341536229901,0.0002399999999999,-0.0006369074872077,1.0,,,-0.0008769074872077,71.41405565500509,0.0,0.0,0.0,-0.0008769074872077,29.802847073821457,1.1540206302474556,-0.007630443487642191
2025-05-14,-0.0063762342968841,long_microcap_short_zz1000,long_microcap_short_zz1000,True,237447.01946550267,6160.37,-0.004614532982791,0.0015217013140931,0.1463746850385814,0.0549373582941179,0.0914373267444634,45.06789726026175,0.5578557378275557,0.0002399999999999,-0.0061362342968841,1.0,,,-0.0063762342968841,70.95870290405804,0.0,0.0,0.0,-0.006376234296884,29.61281713816457,1.14666232432556,-0.0139580242890599
