rebalance_date,rank,symbol,name,market_cap,target_weight,signal_date,effective_date
2026-04-02,42,603717,天域生物,1946881270.3999999,0.01,2026-04-02,2026-04-03
2026-04-02,43,002494,华斯股份,1958242626.42,0.01,2026-04-02,2026-04-03
2026-04-02,44,001211,双枪科技,1958400000.0,0.01,2026-04-02,2026-04-03
2026-04-02,45,600778,友好集团,1959280604.0800002,0.01,2026-04-02,2026-04-03
2026-04-02,46,603880,南卫股份,1965485600.0,0.01,2026-04-02,2026-04-03
2026-04-02,47,603879,永悦科技,1965614086.8000002,0.01,2026-04-02,2026-04-03
2026-04-02,48,688793,倍轻松,1981901362.1399999,0.01,2026-04-02,2026-04-03
2026-04-02,49,002715,登云股份,1992720000.0,0.01,2026-04-02,2026-04-03
2026-04-02,50,600493,凤竹纺织,1993760000.0,0.01,2026-04-02,2026-04-03
2026-04-02,51,301336,趣睡科技,2008400000.0,0.01,2026-04-02,2026-04-03
2026-04-02,52,301037,保立佳,2009007862.7,0.01,2026-04-02,2026-04-03
2026-04-02,53,000610,西安旅游,2024194553.5500002,0.01,2026-04-02,2026-04-03
2026-04-02,54,300838,浙江力诺,2025517040.0,0.01,2026-04-02,2026-04-03
2026-04-02,55,300535,达威股份,2030166801.11,0.01,2026-04-02,2026-04-03
2026-04-02,56,300958,建工修复,2032873429.63,0.01,2026-04-02,2026-04-03
2026-04-02,57,301049,超越科技,2033044414.3799999,0.01,2026-04-02,2026-04-03
2026-04-02,58,603022,新通联,2038000000.0,0.01,2026-04-02,2026-04-03
2026-04-02,59,688193,仁度生物,2041159177.8,0.01,2026-04-02,2026-04-03
2026-04-02,60,603779,威龙股份,2042308937.1000001,0.01,2026-04-02,2026-04-03
2026-04-02,61,002591,恒大高新,2044358486.04,0.01,2026-04-02,2026-04-03
2026-04-02,62,688695,中创股份,2045485640.9000003,0.01,2026-04-02,2026-04-03
2026-04-02,63,600448,华纺股份,2053212098.12,0.01,2026-04-02,2026-04-03
2026-04-02,64,002188,中天服务,2054212265.9199998,0.01,2026-04-02,2026-04-03
2026-04-02,65,001336,楚环科技,2055150395.0000002,0.01,2026-04-02,2026-04-03
2026-04-02,66,300220,金运激光,2068416000.0,0.01,2026-04-02,2026-04-03
2026-04-02,67,300614,百川畅银,2069684759.1000001,0.01,2026-04-02,2026-04-03
2026-04-02,68,300106,西部牧业,2071056638.0,0.01,2026-04-02,2026-04-03
2026-04-02,69,300823,建科智能,2076076222.9499998,0.01,2026-04-02,2026-04-03
2026-04-02,70,301024,霍普股份,2076686099.9999998,0.01,2026-04-02,2026-04-03
2026-04-02,71,688058,宝兰德,2080954767.3600001,0.01,2026-04-02,2026-04-03
2026-04-02,72,300717,华信新材,2081193750.0,0.01,2026-04-02,2026-04-03
2026-04-02,73,301273,瑞晨环保,2083343311.3599997,0.01,2026-04-02,2026-04-03
2026-04-02,74,300556,丝路视觉,2086060771.08,0.01,2026-04-02,2026-04-03
2026-04-02,75,688420,美腾科技,2086948000.0000002,0.01,2026-04-02,2026-04-03
2026-04-02,76,688466,金科环境,2090057540.7199998,0.01,2026-04-02,2026-04-03
2026-04-02,77,600137,浪莎股份,2090178142.0,0.01,2026-04-02,2026-04-03
2026-04-02,78,300886,华业香料,2095091980.0,0.01,2026-04-02,2026-04-03
2026-04-02,79,603709,中源家居,2095403064.0,0.01,2026-04-02,2026-04-03
2026-04-02,80,603860,中公高科,2099753199.9999998,0.01,2026-04-02,2026-04-03
2026-04-02,81,002910,庄园牧场,2104003373.72,0.01,2026-04-02,2026-04-03
2026-04-02,82,603908,牧高笛,2104669928.8,0.01,2026-04-02,2026-04-03
2026-04-02,83,301030,仕净科技,2108834298.5999997,0.01,2026-04-02,2026-04-03
2026-04-02,84,301139,元道通信,2115505919.9999998,0.01,2026-04-02,2026-04-03
2026-04-02,85,300013,新宁物流,2116180208.26,0.01,2026-04-02,2026-04-03
2026-04-02,86,002316,亚联发展,2122848000.0000002,0.01,2026-04-02,2026-04-03
2026-04-02,87,300923,研奥股份,2138706000.0,0.01,2026-04-02,2026-04-03
2026-04-02,88,002963,豪尔赛,2153154197.6000004,0.01,2026-04-02,2026-04-03
2026-04-02,89,300163,先锋新材,2161439999.9999995,0.01,2026-04-02,2026-04-03
2026-04-02,90,605567,春雪食品,2168000000.0,0.01,2026-04-02,2026-04-03
2026-04-02,91,300675,建科院,2169200493.0,0.01,2026-04-02,2026-04-03
2026-04-02,92,002820,桂发祥,2169377586.0,0.01,2026-04-02,2026-04-03
2026-04-02,93,688395,正弦电气,2174468749.2,0.01,2026-04-02,2026-04-03
2026-04-02,94,300334,津膜科技,2177891216.7599998,0.01,2026-04-02,2026-04-03
2026-04-02,95,600303,曙光股份,2180697433.09,0.01,2026-04-02,2026-04-03
2026-04-02,96,688670,金迪克,2181872000.0,0.01,2026-04-02,2026-04-03
2026-04-02,97,300640,德艺文创,2189393726.08,0.01,2026-04-02,2026-04-03
2026-04-02,98,600119,长江投资,2191622220.0,0.01,2026-04-02,2026-04-03
2026-04-02,99,001366,播恩集团,2194888800.0,0.01,2026-04-02,2026-04-03
2026-04-02,100,300517,海波重科,2196531664.0800004,0.01,2026-04-02,2026-04-03
