rebalance_date,rank,symbol,name,market_cap,target_weight,signal_date,effective_date
2026-04-02,1,688701,卓锦股份,1220581311.48,0.01,2026-04-02,2026-04-03
2026-04-02,2,688296,和达科技,1462026843.0,0.01,2026-04-02,2026-04-03
2026-04-02,3,002193,如意集团,1481310013.0,0.01,2026-04-02,2026-04-03
2026-04-02,4,002856,美芝股份,1481675247.6,0.01,2026-04-02,2026-04-03
2026-04-02,5,002883,中设股份,1481931505.3400002,0.01,2026-04-02,2026-04-03
2026-04-02,6,002719,麦趣尔,1483668173.6399999,0.01,2026-04-02,2026-04-03
2026-04-02,7,688659,元琛科技,1534400000.0,0.01,2026-04-02,2026-04-03
2026-04-02,8,301098,金埔园林,1535862084.65,0.01,2026-04-02,2026-04-03
2026-04-02,9,600543,莫高股份,1538164800.0,0.01,2026-04-02,2026-04-03
2026-04-02,10,603729,龙韵股份,1568078400.0,0.01,2026-04-02,2026-04-03
2026-04-02,11,688217,睿昂基因,1571784913.44,0.01,2026-04-02,2026-04-03
2026-04-02,12,600455,博通股份,1618286780.0000002,0.01,2026-04-02,2026-04-03
2026-04-02,13,300417,南华仪器,1637634144.0,0.01,2026-04-02,2026-04-03
2026-04-02,14,300929,华骐环保,1643733972.64,0.01,2026-04-02,2026-04-03
2026-04-02,15,300665,飞鹿股份,1646471889.6,0.01,2026-04-02,2026-04-03
2026-04-02,16,300621,维业股份,1666534166.9999998,0.01,2026-04-02,2026-04-03
2026-04-02,17,688671,碧兴物联,1678734082.0,0.01,2026-04-02,2026-04-03
2026-04-02,18,688004,博汇科技,1709077920.0000002,0.01,2026-04-02,2026-04-03
2026-04-02,19,600476,湘邮科技,1720227600.0,0.01,2026-04-02,2026-04-03
2026-04-02,20,688078,龙软科技,1755263439.9999998,0.01,2026-04-02,2026-04-03
2026-04-02,21,300405,科隆股份,1763110560.2000003,0.01,2026-04-02,2026-04-03
2026-04-02,22,301372,科净源,1788342894.3999999,0.01,2026-04-02,2026-04-03
2026-04-02,23,688528,秦川物联,1795920000.0,0.01,2026-04-02,2026-04-03
2026-04-02,24,688067,爱威科技,1801320000.0,0.01,2026-04-02,2026-04-03
2026-04-02,25,300295,三六五网,1812707105.8400002,0.01,2026-04-02,2026-04-03
2026-04-02,26,301167,建研设计,1818879999.9999998,0.01,2026-04-02,2026-04-03
2026-04-02,27,300500,启迪设计,1837174616.64,0.01,2026-04-02,2026-04-03
2026-04-02,28,600561,江西长运,1849099200.0000002,0.01,2026-04-02,2026-04-03
2026-04-02,29,688573,信宇人,1851468108.72,0.01,2026-04-02,2026-04-03
2026-04-02,30,688329,艾隆科技,1853572000.0,0.01,2026-04-02,2026-04-03
2026-04-02,31,300649,杭州园林,1863101688.6300004,0.01,2026-04-02,2026-04-03
2026-04-02,32,688021,奥福科技,1872136066.5,0.01,2026-04-02,2026-04-03
2026-04-02,33,600697,欧亚集团,1894738973.25,0.01,2026-04-02,2026-04-03
2026-04-02,34,688681,科汇股份,1898713800.0,0.01,2026-04-02,2026-04-03
2026-04-02,35,600883,博闻科技,1905230160.0,0.01,2026-04-02,2026-04-03
2026-04-02,36,688096,京源环保,1907238784.32,0.01,2026-04-02,2026-04-03
2026-04-02,37,300635,中达安,1913991380.0,0.01,2026-04-02,2026-04-03
2026-04-02,38,688565,力源科技,1927025099.9999998,0.01,2026-04-02,2026-04-03
2026-04-02,39,600847,万里股份,1929888365.9999998,0.01,2026-04-02,2026-04-03
2026-04-02,40,300169,天晟新材,1936346979.6000001,0.01,2026-04-02,2026-04-03
2026-04-02,41,300670,大烨智能,1945891741.06,0.01,2026-04-02,2026-04-03
