rebalance_date,rank,symbol,name,market_cap,target_weight,signal_date,effective_date
2026-04-02,37,300632,光莆股份,4556361586.778376,0.01,2026-04-02,2026-04-03
2026-04-02,38,301181,标榜股份,4563868433.833177,0.01,2026-04-02,2026-04-03
2026-04-02,39,301235,华康洁净,4743257936.237398,0.01,2026-04-02,2026-04-03
2026-04-02,40,688309,恒誉环保,4747401873.117306,0.01,2026-04-02,2026-04-03
2026-04-02,41,600791,京能置业,4845816000.0,0.01,2026-04-02,2026-04-03
2026-04-02,42,300706,阿石创,4885718773.284293,0.01,2026-04-02,2026-04-03
2026-04-02,43,688079,美迪凯,5052866065.935316,0.01,2026-04-02,2026-04-03
2026-04-02,44,002843,泰嘉股份,5170689523.48,0.01,2026-04-02,2026-04-03
2026-04-02,45,600769,祥龙电业,5238431484.0,0.01,2026-04-02,2026-04-03
2026-04-02,46,002631,德尔未来,5246121357.097662,0.01,2026-04-02,2026-04-03
2026-04-02,47,301282,金禄电子,5363957464.024941,0.01,2026-04-02,2026-04-03
2026-04-02,48,688667,菱电电控,5392326114.634477,0.01,2026-04-02,2026-04-03
2026-04-02,49,301387,光大同创,5446242347.9188,0.01,2026-04-02,2026-04-03
2026-04-02,50,002328,新朋股份,5711098000.0,0.01,2026-04-02,2026-04-03
2026-04-02,51,300233,金城医药,5719731345.944552,0.01,2026-04-02,2026-04-03
2026-04-02,52,688135,利扬芯片,5860233076.540819,0.01,2026-04-02,2026-04-03
2026-04-02,53,603158,腾龙股份,5903964880.732523,0.01,2026-04-02,2026-04-03
2026-04-02,54,301070,开勒股份,5904640729.599999,0.01,2026-04-02,2026-04-03
2026-04-02,55,301265,华新环保,5980690613.002725,0.01,2026-04-02,2026-04-03
2026-04-02,56,603121,华培动力,6141001590.478442,0.01,2026-04-02,2026-04-03
2026-04-02,57,002824,和胜股份,6145782050.620375,0.01,2026-04-02,2026-04-03
2026-04-02,58,301323,新莱福,6276191733.86212,0.01,2026-04-02,2026-04-03
2026-04-02,59,300389,艾比森,6448182537.798223,0.01,2026-04-02,2026-04-03
2026-04-02,60,002708,光洋股份,6525957397.016309,0.01,2026-04-02,2026-04-03
2026-04-02,61,300681,英搏尔,6543463169.2,0.01,2026-04-02,2026-04-03
2026-04-02,62,605178,时空科技,6620525599.999999,0.01,2026-04-02,2026-04-03
2026-04-02,63,002655,共达电声,6633481734.749999,0.01,2026-04-02,2026-04-03
2026-04-02,64,300489,光智科技,6646178199.2890625,0.01,2026-04-02,2026-04-03
2026-04-02,65,300227,光韵达,6662960151.232324,0.01,2026-04-02,2026-04-03
2026-04-02,66,300868,杰美特,6691889600.0,0.01,2026-04-02,2026-04-03
2026-04-02,67,603010,万盛股份,6792201701.739341,0.01,2026-04-02,2026-04-03
2026-04-02,68,000823,超声电子,6836030266.548164,0.01,2026-04-02,2026-04-03
2026-04-02,69,300137,先河环保,6841423177.213053,0.01,2026-04-02,2026-04-03
2026-04-02,70,002213,大为股份,6967807552.619502,0.01,2026-04-02,2026-04-03
2026-04-02,71,603216,梦天家居,7112718599.999999,0.01,2026-04-02,2026-04-03
2026-04-02,72,603334,丰倍生物,7183610000.0,0.01,2026-04-02,2026-04-03
2026-04-02,73,688312,燕麦科技,7287103087.445212,0.01,2026-04-02,2026-04-03
2026-04-02,74,603773,沃格光电,7391587859.151964,0.01,2026-04-02,2026-04-03
2026-04-02,75,603507,振江股份,7510278259.835533,0.01,2026-04-02,2026-04-03
2026-04-02,76,300547,川环科技,7654618880.170249,0.01,2026-04-02,2026-04-03
2026-04-02,77,603757,大元泵业,7695074433.414883,0.01,2026-04-02,2026-04-03
2026-04-02,78,002580,圣阳股份,7752082400.192463,0.01,2026-04-02,2026-04-03
2026-04-02,79,300696,爱乐达,7803732407.628201,0.01,2026-04-02,2026-04-03
2026-04-02,80,301180,万祥科技,7852196300.0,0.01,2026-04-02,2026-04-03
2026-04-02,81,301307,美利信,7870121999.999999,0.01,2026-04-02,2026-04-03
2026-04-02,82,002980,华盛昌,7935908604.150502,0.01,2026-04-02,2026-04-03
2026-04-02,83,002937,兴瑞科技,7977491345.893762,0.01,2026-04-02,2026-04-03
2026-04-02,84,002039,黔源电力,8020990444.201412,0.01,2026-04-02,2026-04-03
2026-04-02,85,605005,合兴股份,8196439999.999999,0.01,2026-04-02,2026-04-03
2026-04-02,86,301517,陕西华达,8200090743.417103,0.01,2026-04-02,2026-04-03
2026-04-02,87,688383,新益昌,8725335560.0,0.01,2026-04-02,2026-04-03
2026-04-02,88,300790,宇瞳光学,8780572484.43611,0.01,2026-04-02,2026-04-03
2026-04-02,89,002635,安洁科技,8885980872.720001,0.01,2026-04-02,2026-04-03
2026-04-02,90,603687,大胜达,8894015240.6663,0.01,2026-04-02,2026-04-03
2026-04-02,91,300443,金雷股份,8931755284.218908,0.01,2026-04-02,2026-04-03
2026-04-02,92,300843,胜蓝股份,8946531916.284298,0.01,2026-04-02,2026-04-03
2026-04-02,93,301369,联动科技,9097168802.182095,0.01,2026-04-02,2026-04-03
2026-04-02,94,603112,华翔股份,9114548448.871119,0.01,2026-04-02,2026-04-03
2026-04-02,95,603203,快克智能,9119117192.425339,0.01,2026-04-02,2026-04-03
2026-04-02,96,600810,神马股份,9123552027.623205,0.01,2026-04-02,2026-04-03
2026-04-02,97,603538,美诺华,9331045727.36,0.01,2026-04-02,2026-04-03
2026-04-02,98,605318,法狮龙,9366812586.191908,0.01,2026-04-02,2026-04-03
2026-04-02,99,000078,海王生物,9498354957.882812,0.01,2026-04-02,2026-04-03
2026-04-02,100,300938,信测标准,9579146329.970915,0.01,2026-04-02,2026-04-03
