rebalance_date,rank,symbol,name,market_cap,target_weight,signal_date,effective_date
2026-04-02,1,688156,路德科技,2234847143.5715475,0.01,2026-04-02,2026-04-03
2026-04-02,2,688450,光格科技,2287560000.0,0.01,2026-04-02,2026-04-03
2026-04-02,3,301197,工大科雅,2590404600.0,0.01,2026-04-02,2026-04-03
2026-04-02,4,000573,粤宏远Ａ,2629716088.1921396,0.01,2026-04-02,2026-04-03
2026-04-02,5,002806,华锋股份,2745231121.645746,0.01,2026-04-02,2026-04-03
2026-04-02,6,605189,富春染织,2812185670.3932586,0.01,2026-04-02,2026-04-03
2026-04-02,7,603637,镇海股份,2816493348.7071977,0.01,2026-04-02,2026-04-03
2026-04-02,8,300854,中兰环保,2876976562.9254217,0.01,2026-04-02,2026-04-03
2026-04-02,9,603909,建发合诚,2890865122.7800326,0.01,2026-04-02,2026-04-03
2026-04-02,10,300998,宁波方正,2955996906.2404656,0.01,2026-04-02,2026-04-03
2026-04-02,11,000889,中嘉博创,3089760682.632911,0.01,2026-04-02,2026-04-03
2026-04-02,12,301111,粤万年青,3147200000.0000005,0.01,2026-04-02,2026-04-03
2026-04-02,13,001256,炜冈科技,3194521299.2,0.01,2026-04-02,2026-04-03
2026-04-02,14,600539,狮头股份,3240700000.0,0.01,2026-04-02,2026-04-03
2026-04-02,15,000586,汇源通信,3317495999.9999995,0.01,2026-04-02,2026-04-03
2026-04-02,16,300599,雄塑科技,3352111467.3482924,0.01,2026-04-02,2026-04-03
2026-04-02,17,300804,广康生化,3411400000.0,0.01,2026-04-02,2026-04-03
2026-04-02,18,603042,华脉科技,3494434918.7729225,0.01,2026-04-02,2026-04-03
2026-04-02,19,603863,松炀资源,3530212500.0,0.01,2026-04-02,2026-04-03
2026-04-02,20,301552,科力装备,3532872000.0,0.01,2026-04-02,2026-04-03
2026-04-02,21,600337,美克家居,3563755379.916084,0.01,2026-04-02,2026-04-03
2026-04-02,22,300626,华瑞股份,3688199999.9999995,0.01,2026-04-02,2026-04-03
2026-04-02,23,603036,如通股份,3741069413.7689567,0.01,2026-04-02,2026-04-03
2026-04-02,24,600594,益佰制药,3801251520.0000005,0.01,2026-04-02,2026-04-03
2026-04-02,25,603808,歌力思,3831184073.566902,0.01,2026-04-02,2026-04-03
2026-04-02,26,301053,远信工业,3834023267.833953,0.01,2026-04-02,2026-04-03
2026-04-02,27,600218,全柴动力,3894263276.200401,0.01,2026-04-02,2026-04-03
2026-04-02,28,002107,沃华医药,3930797376.0,0.01,2026-04-02,2026-04-03
2026-04-02,29,688345,博力威,3932692560.0000005,0.01,2026-04-02,2026-04-03
2026-04-02,30,002962,五方光电,3937482251.7892003,0.01,2026-04-02,2026-04-03
2026-04-02,31,688693,锴威特,4141789500.6680255,0.01,2026-04-02,2026-04-03
2026-04-02,32,300553,集智股份,4329892631.738818,0.01,2026-04-02,2026-04-03
2026-04-02,33,603777,来伊份,4357546882.659105,0.01,2026-04-02,2026-04-03
2026-04-02,34,600743,华远控股,4363747625.377593,0.01,2026-04-02,2026-04-03
2026-04-02,35,001282,三联锻造,4365947040.0,0.01,2026-04-02,2026-04-03
2026-04-02,36,603958,哈森股份,4398168000.0,0.01,2026-04-02,2026-04-03
