date,signal_label,next_holding,microcap_close,hedge_close,microcap_mom,hedge_mom,momentum_gap,ratio_bias_mom,ratio_r2,weight,futures_drag,current_holding,trade_state
2026-04-09,cash,cash,396176.9142928679,7921.45,-0.04192023226136021,-0.012270787769362523,-0.02964944449199769,-20.503251069437695,0.19399627597086888,1.0,0.0,cash,hold
