change_date,total_shares_10k,reason
2020-06-30,19226.4553,定期报告
2020-08-20,25650.0,A股上市
2020-12-31,25650.0,定期报告
2021-02-22,25650.0,限售股份上市
2021-06-30,25650.0,定期报告
2021-08-20,25650.0,限售股份上市
2021-12-31,25650.0,定期报告
2022-03-24,25650.0,其他
2022-06-30,25650.0,定期报告
2022-08-22,25650.0,限售股份上市
2022-09-28,25757.8644,期权行权
2022-09-30,25775.1356,期权行权
2022-10-28,26806.7894,增发新股上市
2022-11-27,26949.7989,期权行权
2022-11-30,26992.9738,期权行权
2022-12-31,27371.0606,"定期报告,期权行权"
2023-01-31,27410.8074,期权行权
2023-02-27,27478.2285,期权行权
2023-03-26,27486.4246,期权行权
2023-03-31,27488.6855,期权行权
2023-05-04,27488.6855,限售股份上市
2023-05-18,27492.2233,期权行权
2023-06-30,27787.5027,"定期报告,期权行权"
2023-08-21,27787.5027,限售股份上市
2023-08-22,27882.104,期权行权
2023-09-30,27911.3042,期权行权
2023-11-07,27918.1407,期权行权
2023-12-05,27949.7055,期权行权
2023-12-27,28048.6611,期权行权
2023-12-31,28061.5621,"定期报告,期权行权"
2024-02-02,28243.9412,期权行权
2024-02-20,28351.7753,期权行权
2024-02-28,28357.3354,期权行权
2024-03-31,28360.6254,期权行权
2024-05-30,28699.8654,期权行权
2024-06-30,28699.8654,定期报告
2024-07-05,28747.2343,期权行权
2024-07-11,28748.7491,期权行权
2024-09-30,28806.4556,期权行权
2024-11-19,28913.5247,期权行权
2024-12-31,29028.9202,"定期报告,期权行权"
2025-02-20,29207.9667,期权行权
2025-02-28,29207.9669,期权行权
2025-03-31,29208.5826,期权行权
2025-06-19,29253.9068,期权行权
2025-06-30,29253.9068,定期报告
2025-09-30,29292.3934,"可转债转股,期权行权"
2025-10-28,29292.3984,可转债转股
2025-11-20,29292.4009,可转债转股
2025-12-02,29413.1009,期权行权
2025-12-31,29413.1113,"可转债转股,期权行权"
