change_date,total_shares_10k,reason
1996-09-09,8000.0,A股上市
1996-12-31,8000.0,定期报告
1997-03-11,8000.0,职工股上市
1997-04-28,16000.0,"送股,转增"
1997-06-30,16000.0,定期报告
1997-12-31,16000.0,定期报告
1998-06-30,16000.0,定期报告
1998-09-21,18400.0,配股上市
1998-10-13,31280.0,"送股,转增"
1998-12-31,31280.0,定期报告
1999-06-30,31280.0,定期报告
1999-12-31,31280.0,定期报告
2000-06-30,31280.0,定期报告
2000-12-31,31280.0,定期报告
2001-06-30,31280.0,定期报告
2001-12-31,31280.0,定期报告
2002-06-30,31280.0,定期报告
2002-12-31,31280.0,定期报告
2003-06-30,31280.0,定期报告
2003-12-31,31280.0,定期报告
2004-06-30,31280.0,定期报告
2004-12-31,31280.0,定期报告
2005-06-30,31280.0,定期报告
2005-12-31,31280.0,定期报告
2006-06-30,31280.0,定期报告
2006-12-31,31280.0,定期报告
2007-06-30,31280.0,定期报告
2007-12-31,31280.0,定期报告
2008-06-30,31280.0,定期报告
2008-08-28,77812.9126,股权分置
2008-12-31,77812.9126,定期报告
2009-06-30,77812.9126,定期报告
2009-08-28,77812.9126,股权分置受限股份上市
2009-12-31,77812.9126,定期报告
2010-03-08,97266.1408,送股
2010-06-30,97266.1408,定期报告
2010-12-31,97266.1408,定期报告
2011-04-08,126445.983,送股
2011-06-30,126445.983,定期报告
2011-08-29,126445.983,"股权分置受限股份上市,承诺限售"
2011-12-31,126445.983,定期报告
2012-06-30,126445.983,定期报告
2012-07-05,158057.4788,送股
2012-12-31,158057.4788,定期报告
2013-04-25,181766.1006,送股
2013-06-30,181766.1006,定期报告
2013-08-28,181766.1006,"股权分置受限股份上市,限售股份上市"
2013-12-31,181766.1006,定期报告
2014-06-30,181766.1006,定期报告
2014-12-31,181766.1006,定期报告
2015-06-30,181766.1006,定期报告
2015-12-31,181766.1006,定期报告
2016-06-30,181766.1006,定期报告
2016-07-29,234610.0874,配股上市
2016-12-31,234610.0874,定期报告
2017-06-30,234610.0874,定期报告
2017-12-31,234610.0874,定期报告
2018-06-30,234610.0874,定期报告
2018-12-31,234610.0874,定期报告
2019-06-30,234610.0874,定期报告
2019-12-31,234610.0874,定期报告
2020-06-30,234610.0874,定期报告
2020-12-31,234610.0874,定期报告
2021-06-30,234610.0874,定期报告
2021-12-31,234610.0874,定期报告
2022-06-30,234610.0874,定期报告
2022-12-31,234610.0874,定期报告
2023-06-30,234610.0874,定期报告
2023-12-31,234610.0874,定期报告
2024-06-30,234610.0874,定期报告
2024-12-31,234610.0874,定期报告
2025-06-30,234610.0874,定期报告
