change_date,total_shares_10k,reason
1997-12-31,17268.85,定期报告
1998-06-30,17268.85,定期报告
1998-11-11,25268.85,A股上市
1998-12-31,25268.85,定期报告
1999-06-30,25268.85,定期报告
1999-12-31,25268.85,定期报告
2000-06-30,25268.85,定期报告
2000-12-31,25268.85,定期报告
2001-06-30,25268.85,定期报告
2001-08-15,25268.85,职工股上市
2001-12-31,25268.85,定期报告
2002-06-30,25268.85,定期报告
2002-12-31,25268.85,定期报告
2003-06-30,25268.85,定期报告
2003-12-31,25268.85,定期报告
2004-06-30,25268.85,定期报告
2004-12-31,25268.85,定期报告
2005-06-30,25268.85,定期报告
2005-12-31,25268.85,定期报告
2006-06-30,25268.85,定期报告
2006-12-31,25268.85,定期报告
2007-04-13,29606.788,"股权分置,转增"
2007-06-30,29606.788,定期报告
2007-12-31,29606.788,定期报告
2008-04-16,29606.788,股权分置受限股份上市
2008-06-30,29606.788,定期报告
2008-10-15,29606.788,股权分置受限股份上市
2008-12-31,29606.788,定期报告
2009-04-20,29606.788,股权分置受限股份上市
2009-06-30,29606.788,定期报告
2009-12-31,29606.788,定期报告
2010-04-19,29606.788,股权分置受限股份上市
2010-06-30,29606.788,定期报告
2010-12-31,29606.788,定期报告
2011-06-30,29606.788,定期报告
2011-12-31,29606.788,定期报告
2012-06-30,29606.788,定期报告
2012-12-31,29606.788,定期报告
2013-06-30,29606.788,定期报告
2013-12-31,29606.788,定期报告
2014-06-30,29606.788,定期报告
2014-12-31,29606.788,定期报告
2015-06-30,29606.788,定期报告
2015-09-01,58638.0854,增发新股上市
2015-10-13,66840.1851,增发新股上市
2015-12-31,66840.1851,定期报告
2016-06-30,66840.1851,定期报告
2016-10-13,66840.1851,限售股份上市
2016-12-31,66840.1851,定期报告
2017-06-30,66840.1851,定期报告
2017-12-31,66840.1851,定期报告
2018-06-30,66840.1851,定期报告
2018-12-31,66840.1851,定期报告
2019-06-30,66840.1851,定期报告
2019-12-31,66840.1851,定期报告
2020-06-30,66840.1851,定期报告
2020-12-31,66840.1851,定期报告
2021-06-30,66840.1851,定期报告
2021-12-31,66840.1851,定期报告
2022-06-30,66840.1851,定期报告
2022-12-31,66840.1851,定期报告
2023-06-30,66840.1851,定期报告
2023-12-31,66840.1851,定期报告
2024-06-07,80208.2221,送股
2024-06-30,80208.2221,定期报告
2024-12-31,80208.2221,定期报告
2025-06-30,80208.2221,定期报告
