change_date,total_shares_10k,reason
2020-06-30,6000.0,定期报告
2020-07-09,8000.0,A股上市
2020-12-31,8000.0,定期报告
2021-01-11,8000.0,限售股份上市
2021-06-30,8000.0,定期报告
2021-07-12,8000.0,限售股份上市
2021-12-31,8000.0,定期报告
2022-06-30,8000.0,定期报告
2022-07-11,8000.0,限售股份上市
2022-07-18,8019.232,"增发新股上市,股权激励"
2022-12-31,8019.232,定期报告
2023-02-15,8022.092,"增发新股上市,股权激励"
2023-06-30,8022.092,定期报告
2023-07-10,8022.092,限售股份上市
2023-12-31,8022.092,定期报告
2024-03-01,8037.437,"增发新股上市,股权激励"
2024-06-30,8037.437,定期报告
2024-12-31,8037.437,定期报告
2025-01-02,10286.1001,增发新股上市
2025-06-30,10286.1001,定期报告
2025-12-31,10286.1001,定期报告
