change_date,total_shares_10k,reason
2016-08-30,9500.0,A股上市
2016-12-31,9500.0,定期报告
2017-05-11,20900.0,转增
2017-06-30,20900.0,定期报告
2017-08-30,20900.0,限售股份上市
2017-12-31,20900.0,定期报告
2018-06-30,20900.0,定期报告
2018-12-31,20900.0,定期报告
2019-03-29,21945.7953,可转债转股
2019-06-10,21998.0465,可转债转股
2019-06-28,21998.0465,可转债转股
2019-06-30,21998.0465,定期报告
2019-08-30,21998.0465,限售股份上市
2019-09-30,21998.1959,可转债转股
2019-12-31,21998.2099,"定期报告,可转债转股"
2020-03-31,21998.2639,可转债转股
2020-06-30,21998.4155,"可转债转股,定期报告"
2020-07-27,22199.0133,"股权激励,可转债转股,增发新股上市"
2020-09-14,22199.288,可转债转股
2020-12-31,22199.3208,"可转债转股,定期报告"
2021-03-31,22199.3426,可转债转股
2021-06-18,22224.8426,"增发新股上市,股权激励"
2021-06-30,22224.8426,"可转债转股,定期报告"
2021-08-25,22224.8647,可转债转股
2021-08-30,22213.8647,股份回购
2021-09-08,22213.8647,激励股份解禁
2021-09-30,22213.9421,可转债转股
2021-11-08,22213.9531,可转债转股
2021-12-31,22213.9531,"定期报告,可转债转股"
2022-03-31,22216.8843,可转债转股
2022-04-25,22216.8843,其他
2022-06-10,22217.3378,可转债转股
2022-06-30,22217.3824,"定期报告,可转债转股"
2022-07-05,22217.3824,激励股份解禁
2022-07-20,22212.1824,股份回购
2022-08-26,22212.2046,可转债转股
2022-09-14,22212.2046,激励股份解禁
2022-09-30,22212.2046,可转债转股
2022-12-01,22212.238,可转债转股
2022-12-30,22212.238,可转债转股
2022-12-31,22212.238,定期报告
2023-03-31,22212.2602,可转债转股
2023-04-25,22212.2713,可转债转股
2023-06-10,22212.5279,可转债转股
2023-06-30,22212.5725,"定期报告,可转债转股"
2023-07-12,22212.5725,激励股份解禁
2023-08-08,22206.7843,股份回购
2023-09-18,22207.785,"可转债转股,激励股份解禁"
2023-09-28,22207.785,可转债转股
2023-12-29,22207.8748,可转债转股
2023-12-31,22207.8748,定期报告
2024-02-28,22207.9648,可转债转股
2024-03-29,22207.9648,可转债转股
2024-04-30,22208.2247,可转债转股
2024-06-28,22208.5867,可转债转股
2024-06-30,22208.5867,定期报告
2024-07-26,22228.62,可转债转股
2024-12-26,22225.42,股份回购
2024-12-31,22225.42,定期报告
2025-06-03,22280.02,"增发新股上市,股权激励"
2025-06-30,22280.02,定期报告
2025-08-15,26810.0662,增发新股上市
2026-02-24,26810.0662,限售股份上市
