change_date,total_shares_10k,reason
2007-04-20,36266.3687,A股上市
2007-06-30,36266.3687,定期报告
2007-07-20,36266.3687,配售股份上市
2007-12-31,36266.3687,定期报告
2008-04-21,36266.3687,限售股份上市
2008-06-02,38626.3687,增发新股上市
2008-06-26,48282.9608,"送股,转增"
2008-06-30,48282.9608,定期报告
2008-12-31,48282.9608,定期报告
2009-06-30,48282.9608,定期报告
2009-12-31,48282.9608,定期报告
2010-06-30,48282.9608,定期报告
2010-12-31,48282.9608,定期报告
2011-06-02,72424.4412,"送股,转增"
2011-06-10,72424.4412,限售股份上市
2011-06-30,72424.4412,定期报告
2011-12-31,72424.4412,定期报告
2012-06-30,72424.4412,定期报告
2012-12-31,87884.1645,"增发新股上市,定期报告"
2013-06-30,87884.1645,定期报告
2013-12-31,87884.1645,定期报告
2014-06-30,87884.1645,定期报告
2014-09-16,104375.4618,增发新股上市
2014-12-31,104375.4618,定期报告
2015-04-29,229626.0159,转增
2015-06-30,229626.0159,定期报告
2015-09-16,229626.0159,限售股份上市
2015-12-18,264423.6466,增发新股上市
2015-12-31,264423.6466,"限售股份上市,定期报告"
2016-06-30,264423.6466,定期报告
2016-12-19,264423.6466,限售股份上市
2016-12-31,264423.6466,定期报告
2017-06-30,264423.6466,定期报告
2017-12-31,264423.6466,定期报告
2018-06-30,264423.6466,定期报告
2018-08-16,278515.6473,增发新股上市
2018-12-31,278515.6473,定期报告
2019-06-30,278515.6473,定期报告
2019-08-16,278515.6473,限售股份上市
2019-12-31,278515.6473,定期报告
2020-06-30,278515.6473,定期报告
2020-08-13,303292.6542,增发新股上市
2020-12-31,303292.6542,定期报告
2021-02-19,303292.6542,限售股份上市
2021-06-29,303292.6542,其他
2021-06-30,303292.6542,定期报告
2021-08-16,303292.6542,限售股份上市
2021-11-05,323173.3699,增发新股上市
2021-12-31,323173.3699,定期报告
2022-05-05,323173.3699,限售股份上市
2022-06-30,323173.3699,定期报告
2022-12-31,323378.9449,"定期报告,期权行权"
2023-04-11,323378.9449,其他
2023-06-16,404244.3902,"转增,期权行权"
2023-06-30,404266.9215,"定期报告,期权行权"
2023-09-30,404311.5773,期权行权
2023-12-31,404311.5773,定期报告
2024-06-30,404311.5773,定期报告
2024-12-31,404311.5773,定期报告
2025-06-30,404311.5773,定期报告
2025-12-31,404311.5773,定期报告
