change_date,total_shares_10k,reason
2002-06-05,11000.0,A股上市
2002-06-30,11000.0,定期报告
2002-12-31,11000.0,定期报告
2003-06-30,11000.0,定期报告
2003-12-31,11000.0,定期报告
2004-06-30,11000.0,定期报告
2004-12-31,11000.0,定期报告
2005-06-30,11000.0,定期报告
2005-11-10,11000.0,股权分置
2005-12-31,11000.0,定期报告
2006-06-08,16500.0,"送股,转增"
2006-06-30,16500.0,定期报告
2006-09-28,23000.0,增发新股上市
2006-11-10,23000.0,股权分置受限股份上市
2006-12-31,23000.0,定期报告
2007-06-30,23000.0,定期报告
2007-10-08,23000.0,限售股份上市
2007-11-12,23000.0,股权分置受限股份上市
2007-12-31,23000.0,定期报告
2008-06-20,34500.0,"送股,转增"
2008-06-30,34500.0,定期报告
2008-11-10,34500.0,股权分置受限股份上市
2008-12-31,34500.0,定期报告
2009-06-30,34500.0,定期报告
2009-11-10,38700.0,增发新股上市
2009-12-31,38700.0,定期报告
2010-06-30,38700.0,定期报告
2010-11-10,38700.0,限售股份上市
2010-12-31,38700.0,定期报告
2011-04-13,58050.0,转增
2011-06-30,58050.0,定期报告
2011-12-28,58656.6,期权行权
2011-12-31,58656.6,定期报告
2012-06-30,58656.6,定期报告
2012-12-31,58656.6,定期报告
2013-06-30,58656.6,定期报告
2013-12-31,58656.6,定期报告
2014-06-30,58656.6,定期报告
2014-10-28,68656.6,增发新股上市
2014-12-31,68656.6,定期报告
2015-05-22,151044.52,转增
2015-06-30,151044.52,定期报告
2015-10-28,151044.52,限售股份上市
2015-12-31,151044.52,定期报告
2016-06-30,151044.52,定期报告
2016-12-31,151044.52,定期报告
2017-06-30,151044.52,定期报告
2017-12-31,151044.52,定期报告
2018-04-23,181044.52,增发新股上市
2018-06-30,181044.52,定期报告
2018-12-31,181044.52,定期报告
2019-06-30,181044.52,定期报告
2019-12-31,181044.52,定期报告
2020-06-30,181044.52,定期报告
2020-08-28,201287.4349,增发新股上市
2020-12-31,201287.4349,定期报告
2021-03-01,201287.4349,限售股份上市
2021-04-23,201287.4349,限售股份上市
2021-06-30,201287.4349,定期报告
2021-12-31,201287.4349,定期报告
2022-06-30,201287.4349,定期报告
2022-10-17,201287.4349,其他
2022-10-20,201287.4349,其他
2022-11-03,201287.7567,可转债转股
2022-12-31,201288.1391,"可转债转股,定期报告"
2023-03-31,201288.2195,可转债转股
2023-06-02,201288.32,可转债转股
2023-06-30,201288.3403,"可转债转股,定期报告"
2023-09-30,201288.3606,可转债转股
2023-12-31,201288.4418,"可转债转股,定期报告"
2024-03-31,201288.4418,可转债转股
2024-06-30,201288.4418,定期报告
2024-09-30,201288.5239,可转债转股
2024-12-31,201288.9966,"可转债转股,定期报告"
2025-03-31,201289.0171,可转债转股
2025-05-07,199012.4136,股份回购
2025-06-17,199012.4341,可转债转股
2025-06-30,199012.4341,定期报告
2025-09-30,199012.4549,可转债转股
2025-12-31,199012.4965,可转债转股
