change_date,total_shares_10k,reason
2022-03-22,49318.9,A股上市
2022-06-30,49318.9,定期报告
2022-09-22,49318.9,限售股份上市
2022-12-31,49318.9,定期报告
2023-03-22,49318.9,限售股份上市
2023-05-30,64114.57,转增
2023-06-30,64114.57,"定期报告,限售股份上市"
2023-07-03,64114.57,限售股份上市
2023-07-20,64743.31,期权行权
2023-09-25,64743.31,限售股份上市
2023-10-30,64743.31,限售股份上市
2023-11-27,64743.31,限售股份上市
2023-12-11,64743.31,限售股份上市
2023-12-31,64743.31,定期报告
2024-03-22,64743.31,限售股份上市
2024-06-30,64743.31,定期报告
2024-11-28,64903.67,期权行权
2024-12-31,64903.67,定期报告
2025-03-24,64903.67,限售股份上市
2025-04-10,64903.67,其他
2025-06-30,64903.67,定期报告
