change_date,total_shares_10k,reason
1994-08-15,7200.0,A股上市
1994-09-23,10080.0,"送股,转增"
1994-12-31,12960.0,定期报告
1995-05-30,14283.0,"送股,转增"
1995-06-30,14283.0,定期报告
1995-12-31,14283.0,定期报告
1996-05-22,15949.98,配股上市
1996-06-12,28541.4642,"送股,转增"
1996-06-30,28550.4642,定期报告
1996-12-31,28550.4642,定期报告
1997-06-24,39970.6497,"送股,转增"
1997-06-30,39970.6497,定期报告
1997-12-31,39970.6497,定期报告
1998-06-30,39970.6497,定期报告
1998-09-30,45128.3864,配股上市
1998-12-31,45128.3864,定期报告
1999-06-30,45128.3864,定期报告
1999-11-18,45128.3864,职工股上市
1999-12-31,45128.3864,定期报告
2000-06-30,45128.3864,定期报告
2000-12-31,45128.3864,定期报告
2001-06-30,45128.3864,定期报告
2001-12-31,45128.3864,定期报告
2002-06-30,45128.3864,定期报告
2002-12-31,45128.3864,定期报告
2003-06-30,45128.3864,定期报告
2003-12-31,45128.3864,定期报告
2004-06-30,45128.3864,定期报告
2004-12-31,45128.3864,定期报告
2005-06-30,45128.3864,定期报告
2005-12-31,45128.3864,定期报告
2006-06-16,62275.5604,股权分置
2006-06-30,62275.5604,定期报告
2006-12-31,62275.5604,定期报告
2007-06-30,62275.5604,定期报告
2007-07-10,62275.5604,股权分置受限股份上市
2007-07-25,62275.5604,股权分置受限股份上市
2007-12-31,62275.5604,定期报告
2008-06-30,62275.5604,定期报告
2008-08-28,62275.5604,股权分置受限股份上市
2008-09-16,62275.5604,股权分置受限股份上市
2008-12-31,62275.5604,定期报告
2009-06-30,62275.5604,定期报告
2009-12-31,62275.5604,定期报告
2010-06-30,62275.5604,定期报告
2010-12-31,62275.5604,定期报告
2011-04-12,62275.5604,股权分置受限股份上市
2011-06-30,62275.5604,定期报告
2011-12-31,62275.5604,定期报告
2012-06-30,62275.5604,定期报告
2012-12-31,62275.5604,定期报告
2013-06-30,62275.5604,定期报告
2013-12-31,62275.5604,定期报告
2014-06-30,62275.5604,定期报告
2014-12-31,62275.5604,定期报告
2015-06-30,62275.5604,定期报告
2015-12-31,62275.5604,定期报告
2016-06-30,62275.5604,定期报告
2016-12-31,62275.5604,定期报告
2017-06-30,62275.5604,定期报告
2017-12-31,63900.5604,定期报告
2018-01-18,64820.5604,"增发新股上市,股权激励"
2018-06-30,64820.5604,定期报告
2018-12-19,64895.5604,"增发新股上市,股权激励"
2018-12-31,64895.5604,定期报告
2019-04-30,64895.5604,激励股份解禁
2019-06-30,64895.5604,定期报告
2019-08-01,64873.0604,股份回购
2019-12-31,64873.0604,定期报告
2020-04-10,64873.0604,其他
2020-04-24,64873.0604,激励股份解禁
2020-06-30,64873.0604,定期报告
2020-08-11,63828.0604,股份回购
2020-12-31,63828.0604,定期报告
2021-06-30,63828.0604,定期报告
2021-12-31,63828.0604,定期报告
2022-06-30,63828.0604,定期报告
2022-12-31,63828.0604,定期报告
2023-06-30,63828.0604,定期报告
2023-12-31,63828.0604,定期报告
2024-06-30,63828.0604,定期报告
2024-12-31,63828.0604,定期报告
2025-06-30,63828.0604,定期报告
