change_date,total_shares_10k,reason
2016-11-22,23414.5,A股上市
2016-12-31,23414.5,定期报告
2017-06-30,23414.5,定期报告
2017-11-22,23414.5,限售股份上市
2017-12-31,23414.5,定期报告
2018-06-30,23414.5,定期报告
2018-12-31,23414.5,定期报告
2019-06-30,23414.5,定期报告
2019-11-22,23414.5,限售股份上市
2019-12-31,23414.5,定期报告
2020-06-30,23414.5,定期报告
2020-09-30,23419.4252,期权行权
2020-12-31,23419.4352,"定期报告,期权行权"
2021-06-30,23421.1552,"定期报告,期权行权"
2021-07-20,28672.1736,增发新股上市
2021-09-30,28831.5186,期权行权
2021-12-31,28833.4286,"定期报告,期权行权"
2022-01-20,28833.4686,"限售股份上市,期权行权"
2022-03-31,28833.4686,期权行权
2022-06-04,28833.4686,期权行权
2022-06-30,28833.4686,定期报告
2022-12-20,28171.9277,股份回购
2022-12-31,28171.9277,定期报告
2023-06-30,28171.9277,定期报告
2023-12-31,28171.9277,定期报告
2024-01-24,28171.9277,其他
2024-06-30,28171.9277,定期报告
2024-12-31,28171.9277,定期报告
2025-01-24,28171.9277,其他
2025-06-30,28171.9277,定期报告
2025-12-31,28171.9277,定期报告
