change_date,total_shares_10k,reason
1994-12-31,6500.0,定期报告
1995-12-31,6500.0,定期报告
1996-06-30,6500.0,定期报告
1996-12-05,8650.0,A股上市
1996-12-31,8650.0,定期报告
1997-05-06,11677.5,"送股,转增"
1997-06-30,11677.5,定期报告
1997-12-31,11677.5,定期报告
1998-06-30,11677.5,定期报告
1998-12-31,11677.5,定期报告
1999-03-31,15180.75,"送股,转增"
1999-06-30,15180.75,定期报告
1999-11-25,15180.75,职工股上市
1999-12-31,17108.13,定期报告
2000-01-07,17108.13,配股上市
2000-06-30,17108.13,定期报告
2000-12-31,17108.13,定期报告
2001-06-30,17108.13,定期报告
2001-12-31,17108.13,定期报告
2002-06-30,17108.13,定期报告
2002-12-31,17108.13,定期报告
2003-06-30,17108.13,定期报告
2003-11-26,17108.13,股权转让
2003-12-31,17108.13,定期报告
2004-06-30,17108.13,定期报告
2004-12-31,17108.13,定期报告
2005-06-30,17108.13,定期报告
2005-12-31,17108.13,定期报告
2006-06-30,17108.13,定期报告
2006-10-26,22257.462,"转增,股权分置"
2006-12-31,22257.462,定期报告
2007-06-30,22257.462,定期报告
2007-10-31,22257.462,股权分置受限股份上市
2007-12-31,22257.462,定期报告
2008-06-30,22257.462,定期报告
2008-12-31,22257.462,定期报告
2009-06-30,22257.462,定期报告
2009-12-31,22257.462,定期报告
2010-06-30,22257.462,定期报告
2010-12-31,22257.462,定期报告
2011-06-30,22257.462,定期报告
2011-12-31,22257.462,定期报告
2012-06-30,22257.462,定期报告
2012-12-31,22257.462,定期报告
2013-06-30,22257.462,定期报告
2013-11-15,52713.4653,增发新股上市
2013-12-31,52713.4653,定期报告
2014-01-28,62865.4664,增发新股上市
2014-06-30,62865.4664,定期报告
2014-12-31,62865.4664,定期报告
2015-01-29,62865.4664,限售股份上市
2015-06-30,62865.4664,定期报告
2015-12-31,62865.4664,定期报告
2016-06-30,62865.4664,定期报告
2016-12-31,62865.4664,定期报告
2017-06-30,62865.4664,定期报告
2017-12-31,62865.4664,定期报告
2018-06-30,62865.4664,定期报告
2018-07-02,88011.6529,转增
2018-10-25,88011.6529,股权分置受限股份上市
2018-12-31,88011.6529,定期报告
2019-06-30,88011.6529,定期报告
2019-07-03,88011.6529,限售股份上市
2019-12-31,88011.6529,定期报告
2020-06-30,88011.6529,定期报告
2020-07-16,105429.0442,增发新股上市
2020-12-31,105429.0442,"定期报告,期权行权"
2021-01-18,105429.0442,限售股份上市
2021-06-30,105429.0442,定期报告
2021-07-22,107386.3842,"增发新股上市,股权激励"
2021-12-31,107386.3842,定期报告
2022-06-30,107386.3842,定期报告
2022-07-08,107552.6842,"增发新股上市,股权激励"
2022-12-31,107552.6842,定期报告
2023-05-24,107500.6242,股份回购
2023-06-09,139750.8114,转增
2023-06-30,139750.8114,定期报告
2023-07-27,139750.8114,激励股份解禁
2023-09-12,139737.8114,股份回购
2023-12-31,139737.8114,定期报告
2024-06-30,139737.8114,定期报告
2024-08-26,139737.8114,其他
2024-09-05,139737.8114,激励股份解禁
2024-11-08,139663.0394,股份回购
2024-12-31,139663.0394,定期报告
2025-01-21,208948.0696,增发新股上市
2025-04-16,227895.438,增发新股上市
2025-06-30,227895.438,定期报告
2025-08-11,227895.438,激励股份解禁
2025-10-16,227895.438,限售股份上市
2025-10-24,227860.44,股份回购
2026-01-22,227860.44,限售股份上市
