change_date,total_shares_10k,reason
2015-03-19,8080.0,A股上市
2015-06-30,8080.0,定期报告
2015-12-31,8080.0,定期报告
2016-06-30,8080.0,定期报告
2016-07-06,8080.0,限售股份上市
2016-09-26,24240.0,转增
2016-12-31,24240.0,定期报告
2017-06-30,24240.0,定期报告
2017-12-31,24240.0,定期报告
2018-03-19,24240.0,限售股份上市
2018-04-20,29088.0,转增
2018-06-30,29088.0,定期报告
2018-12-31,29088.0,定期报告
2019-01-14,52964.4042,增发新股上市
2019-04-29,57836.9253,增发新股上市
2019-06-30,57836.9253,定期报告
2019-12-31,57836.9253,定期报告
2020-01-14,57836.9253,限售股份上市
2020-04-29,57836.9253,限售股份上市
2020-06-30,57836.9253,定期报告
2020-12-31,57836.9253,定期报告
2021-04-22,59975.3858,增发新股上市
2021-06-30,59975.3858,定期报告
2021-09-24,61695.6965,增发新股上市
2021-12-31,61695.6965,定期报告
2022-01-14,61695.6965,限售股份上市
2022-03-24,61695.6965,限售股份上市
2022-04-22,61695.6965,限售股份上市
2022-06-30,61695.6965,定期报告
2022-12-31,61695.6965,定期报告
2023-05-18,62512.2129,"增发新股上市,股权激励"
2023-06-30,62512.2129,定期报告
2023-11-16,62601.9737,"增发新股上市,股权激励"
2023-12-31,62601.9737,定期报告
2024-02-06,62601.9824,可转债转股
2024-03-31,62601.992,可转债转股
2024-05-20,63268.2951,"增发新股上市,股权激励"
2024-05-29,63268.3091,可转债转股
2024-05-30,63268.3091,可转债转股
2024-06-30,63268.3391,"可转债转股,定期报告"
2024-09-30,63268.4359,可转债转股
2024-11-12,63335.1559,"增发新股上市,可转债转股,股权激励"
2024-12-31,63335.186,"可转债转股,定期报告"
2025-03-31,63335.296,可转债转股
2025-05-13,63949.6754,"增发新股上市,股权激励"
2025-06-13,63949.679,可转债转股
2025-06-30,63949.679,定期报告
2025-09-30,63949.7151,可转债转股
2025-11-14,64011.1226,"增发新股上市,可转债转股,股权激励"
2025-12-16,68558.1553,可转债转股
