change_date,total_shares_10k,reason
2016-12-19,20200.0,A股上市
2016-12-31,20200.0,定期报告
2017-06-30,20200.0,定期报告
2017-12-19,20200.0,限售股份上市
2017-12-31,20200.0,定期报告
2018-06-30,20200.0,定期报告
2018-07-25,20446.88,"增发新股上市,股权激励"
2018-12-31,20446.88,定期报告
2019-06-19,28625.632,转增
2019-06-30,28625.632,定期报告
2019-07-11,28625.632,激励股份解禁
2019-12-19,28625.632,限售股份上市
2019-12-31,28625.632,定期报告
2020-06-22,40075.8848,转增
2020-06-30,40075.8848,定期报告
2020-07-13,40075.8848,激励股份解禁
2020-12-31,40075.8848,定期报告
2021-06-30,40075.8848,定期报告
2021-12-31,40075.8848,定期报告
2022-06-30,40075.8848,定期报告
2022-12-31,40075.8848,定期报告
2023-05-15,56106.2387,转增
2023-06-30,56106.2387,定期报告
2023-12-31,56106.2387,定期报告
2024-03-31,56106.5299,可转债转股
2024-06-05,56106.7048,可转债转股
2024-06-30,56106.7048,定期报告
2024-09-10,56106.7048,其他
2024-09-24,56106.7048,其他
2024-09-30,56106.7048,可转债转股
2024-12-31,56106.9041,定期报告
2025-03-31,56106.9165,可转债转股
2025-06-30,56106.9165,定期报告
2025-09-30,56107.1938,可转债转股
2025-12-31,56113.7503,可转债转股
