change_date,total_shares_10k,reason
2010-08-18,69203.0326,A股上市
2010-11-18,69203.0326,配售股份上市
2010-12-31,69203.0326,定期报告
2011-05-20,83043.6391,转增
2011-06-30,83043.6391,定期报告
2011-08-18,83043.6391,限售股份上市
2011-12-31,83043.6391,定期报告
2012-04-10,116261.0947,转增
2012-06-30,116261.0947,定期报告
2012-12-31,116261.0947,定期报告
2013-04-24,139513.3136,转增
2013-06-30,139513.3136,定期报告
2013-08-19,139513.3136,限售股份上市
2013-12-31,139513.3136,定期报告
2014-06-27,167415.9763,转增
2014-06-30,167415.9763,定期报告
2014-12-31,167415.9763,定期报告
2015-06-30,167415.9763,定期报告
2015-12-31,167415.9763,定期报告
2016-06-30,167415.9763,定期报告
2016-12-31,167415.9763,定期报告
2017-06-30,167415.9763,定期报告
2017-12-31,167415.9763,定期报告
2018-06-25,171887.0663,"增发新股上市,股权激励"
2018-06-30,171887.0663,定期报告
2018-08-31,171912.0663,"增发新股上市,股权激励"
2018-12-31,171912.0663,定期报告
2019-01-30,172512.0663,"增发新股上市,股权激励"
2019-06-26,172512.0663,激励股份解禁
2019-06-30,172512.0663,定期报告
2019-08-02,172471.7363,股份回购
2019-09-02,172471.7363,激励股份解禁
2019-12-31,172471.7363,定期报告
2020-06-29,172471.7363,激励股份解禁
2020-06-30,172471.7363,定期报告
2020-08-05,172438.1768,股份回购
2020-09-01,172438.1768,激励股份解禁
2020-12-31,172438.1768,定期报告
2021-06-28,172438.1768,激励股份解禁
2021-06-30,172438.1768,定期报告
2021-07-16,189681.9944,转增
2021-08-12,189665.8773,股份回购
2021-09-01,189665.8773,激励股份解禁
2021-12-31,189665.8773,定期报告
2022-01-14,189665.8772,股份回购
2022-06-30,189665.8772,定期报告
2022-12-31,189665.8773,定期报告
2023-04-20,190506.5676,期权行权
2023-06-30,190522.4892,"定期报告,期权行权"
2023-11-09,190795.1023,期权行权
2023-12-11,190840.7108,期权行权
2023-12-31,190857.818,"定期报告,期权行权"
2024-03-24,191199.927,期权行权
2024-05-11,191351.3808,期权行权
2024-06-30,191388.8644,"定期报告,期权行权"
2024-09-24,191522.8099,期权行权
2024-11-08,191813.6273,期权行权
2024-12-31,191859.932,"定期报告,期权行权"
2025-05-07,192338.8552,期权行权
2025-06-30,192371.2385,"定期报告,期权行权"
2025-07-15,192371.4885,期权行权
2025-12-23,192436.3537,期权行权
2025-12-31,192436.3537,定期报告
