change_date,total_shares_10k,reason
2018-06-30,68211.4598,定期报告
2018-07-20,75790.5108,A股上市
2018-12-31,75790.5108,定期报告
2019-06-30,75790.5108,定期报告
2019-08-01,75790.5108,限售股份上市
2019-12-31,75790.5108,定期报告
2020-06-30,75790.5108,定期报告
2020-12-31,75790.5108,定期报告
2021-06-30,75790.5108,定期报告
2021-07-22,75790.5108,限售股份上市
2021-12-31,75790.5108,定期报告
2022-06-30,75790.5108,定期报告
2022-12-31,75790.5108,定期报告
2023-06-30,75790.5108,定期报告
2023-12-31,75790.5108,定期报告
2024-06-30,75790.5108,定期报告
2024-12-31,75790.5108,定期报告
2025-05-08,75790.5108,其他
2025-06-30,75790.5108,定期报告
2025-12-17,82790.5108,增发新股上市
2025-12-31,82790.5108,定期报告
