change_date,total_shares_10k,reason
2021-12-08,13200.0,A股上市
2021-12-31,13200.0,定期报告
2022-06-08,13200.0,限售股份上市
2022-06-30,13200.0,定期报告
2022-12-08,13200.0,限售股份上市
2022-12-31,13200.0,定期报告
2023-04-07,23760.0,转增
2023-06-30,23760.0,定期报告
2023-09-27,23917.8528,"增发新股上市,股权激励"
2023-11-03,23917.8528,其他
2023-11-05,23917.8528,其他
2023-12-31,23917.8528,定期报告
2024-04-16,23917.8528,其他
2024-05-21,33313.2371,转增
2024-06-30,33313.2371,定期报告
2024-07-26,33383.1041,"增发新股上市,股权激励"
2024-11-01,33545.9465,"增发新股上市,股权激励"
2024-12-31,33545.9465,定期报告
2025-03-12,33548.2901,"增发新股上市,股权激励"
2025-05-21,40172.0697,转增
2025-06-09,40172.0697,限售股份上市
2025-06-30,40172.0697,定期报告
2025-09-04,40250.319,"增发新股上市,股权激励"
2025-09-18,40250.319,"股份回购,股权激励"
2025-09-26,40440.7569,"增发新股上市,股权激励"
