change_date,total_shares_10k,reason
2012-06-28,6200.0,A股上市
2012-06-30,6200.0,定期报告
2012-12-31,6200.0,定期报告
2013-06-28,6200.0,限售股份上市
2013-06-30,6200.0,定期报告
2013-12-31,6200.0,定期报告
2014-05-29,9300.0,转增
2014-06-09,9300.0,限售股份上市
2014-06-30,9300.0,定期报告
2014-12-31,9300.0,定期报告
2015-06-29,9300.0,限售股份上市
2015-06-30,9300.0,定期报告
2015-09-21,18600.0,转增
2015-12-31,18600.0,定期报告
2016-06-30,18600.0,定期报告
2016-12-31,18600.0,定期报告
2017-01-05,22604.8841,增发新股上市
2017-06-30,22604.8841,定期报告
2017-12-31,22604.8841,定期报告
2018-01-05,22604.8841,限售股份上市
2018-06-30,22604.8841,定期报告
2018-12-31,22604.8841,定期报告
2019-01-08,22604.8841,限售股份上市
2019-06-30,22604.8841,定期报告
2019-12-31,22604.8841,定期报告
2020-01-06,22604.8841,限售股份上市
2020-06-30,22604.8841,定期报告
2020-12-31,22604.8841,定期报告
2021-06-30,22604.8841,定期报告
2021-08-13,25966.2286,增发新股上市
2021-12-31,25966.2286,定期报告
2022-02-15,25966.2286,限售股份上市
2022-06-30,25966.2286,定期报告
2022-12-31,25966.2286,定期报告
2023-06-30,25966.2286,定期报告
2023-12-31,25966.2286,定期报告
2024-02-08,25966.2286,其他
2024-02-21,25966.2286,其他
2024-05-07,25966.2286,其他
2024-05-27,25966.2286,限售股份上市
2024-06-30,25966.2286,定期报告
2024-12-31,25966.2286,定期报告
2025-06-30,25966.2286,定期报告
