change_date,total_shares_10k,reason
2017-05-10,13980.0,A股上市
2017-06-30,13980.0,定期报告
2017-12-31,13980.0,定期报告
2018-05-10,13980.0,限售股份上市
2018-06-20,14333.46,"增发新股上市,股权激励"
2018-06-30,14333.46,定期报告
2018-12-31,14333.46,定期报告
2019-05-13,14321.9525,股份回购
2019-05-21,14387.8925,"增发新股上市,股权激励"
2019-06-04,14387.1604,股份回购
2019-06-25,14387.1604,激励股份解禁
2019-06-30,14387.1604,定期报告
2019-12-31,14387.1604,定期报告
2020-01-18,14387.1604,其他
2020-03-30,14352.3384,股份回购
2020-05-11,14352.3384,限售股份上市
2020-06-30,14352.3384,定期报告
2020-07-10,14352.3384,激励股份解禁
2020-12-31,14801.0571,"可转债转股,定期报告"
2021-01-31,14809.3211,可转债转股
2021-03-31,14953.416,可转债转股
2021-06-23,15084.6702,可转债转股
2021-06-30,15162.1339,"可转债转股,定期报告"
2021-07-07,15162.1339,激励股份解禁
2021-10-11,15231.937,可转债转股
2021-12-31,15249.8417,"定期报告,可转债转股"
2022-03-31,15251.5036,可转债转股
2022-05-26,19719.5916,"转增,可转债转股"
2022-06-30,19719.7992,"定期报告,可转债转股"
2022-09-30,19719.8038,可转债转股
2022-12-31,19720.3347,"定期报告,可转债转股"
2023-03-31,19720.5516,可转债转股
2023-06-05,20182.6889,可转债转股
2023-06-28,20182.8408,可转债转股
2023-06-30,20182.8408,"定期报告,可转债转股"
2023-09-30,20182.8618,可转债转股
2023-12-31,20182.8618,定期报告
2024-03-31,20182.8671,可转债转股
2024-06-30,20182.8671,定期报告
2024-07-03,19824.3671,股份回购
2024-09-30,19824.3832,可转债转股
2024-12-31,19824.3832,定期报告
2025-03-31,19824.3858,可转债转股
2025-05-29,19824.3911,可转债转股
2025-06-30,19824.3911,定期报告
2025-09-30,19824.3911,可转债转股
2025-12-31,19824.3911,可转债转股
