change_date,total_shares_10k,reason
2010-06-08,12560.0,A股上市
2010-06-30,12560.0,定期报告
2010-09-08,12560.0,配售股份上市
2010-12-31,12560.0,定期报告
2011-05-27,16328.0,转增
2011-06-08,16328.0,限售股份上市
2011-06-30,16328.0,定期报告
2011-08-29,16328.0,限售股份上市
2011-12-31,16328.0,定期报告
2012-04-24,32656.0,转增
2012-06-30,32656.0,定期报告
2012-12-31,32656.0,定期报告
2013-05-13,65312.0,转增
2013-06-13,65312.0,限售股份上市
2013-06-30,65312.0,定期报告
2013-12-31,65312.0,定期报告
2014-06-30,65312.0,定期报告
2014-12-31,65312.0,定期报告
2015-06-30,65312.0,定期报告
2015-12-31,65312.0,定期报告
2016-06-30,65312.0,定期报告
2016-12-31,65312.0,定期报告
2017-06-30,65312.0,定期报告
2017-12-31,65312.0,定期报告
2018-06-30,65312.0,定期报告
2018-12-31,65312.0,定期报告
2019-06-30,65312.0,定期报告
2019-12-31,65312.0,定期报告
2020-06-30,65312.0,定期报告
2020-12-31,65312.0,定期报告
2021-06-30,65312.0,定期报告
2021-12-31,65312.0,定期报告
2022-06-30,65312.0,定期报告
2022-12-31,65312.0,定期报告
2023-06-30,65312.0,定期报告
2023-12-31,65312.0,定期报告
2024-06-30,65312.0,定期报告
2024-12-31,65312.0,定期报告
2025-06-30,65312.0,定期报告
