change_date,total_shares_10k,reason
2021-12-31,57000.0,定期报告
2022-01-07,57000.0,A股上市
2022-06-30,57000.0,定期报告
2022-07-07,57000.0,限售股份上市
2022-12-31,57000.0,定期报告
2023-01-09,57000.0,限售股份上市
2023-06-30,57000.0,定期报告
2023-07-10,57000.0,限售股份上市
2023-10-19,57000.0,限售股份上市
2023-12-31,57000.0,定期报告
2024-01-08,57000.0,限售股份上市
2024-02-06,57000.0,其他
2024-06-30,57000.0,定期报告
2024-12-26,57000.0,其他
2024-12-31,57000.0,定期报告
2025-01-07,57000.0,限售股份上市
2025-06-30,57000.0,定期报告
2025-07-07,57000.0,限售股份上市
2025-08-01,57117.0486,"增发新股上市,股权激励"
