change_date,total_shares_10k,reason
2021-06-30,20000.0,定期报告
2021-07-09,26667.0,A股上市
2021-12-20,26975.0994,"增发新股上市,股权激励"
2021-12-31,26975.0994,定期报告
2022-06-30,26975.0994,定期报告
2022-07-11,26975.0994,限售股份上市
2022-11-07,27053.9661,"增发新股上市,股权激励"
2022-12-21,27053.9661,激励股份解禁
2022-12-31,27093.9654,"定期报告,期权行权"
2023-02-21,27080.2337,股份回购
2023-03-31,27080.2337,期权行权
2023-05-17,27080.8969,"可转债转股,期权行权"
2023-06-16,37913.2557,转增
2023-06-30,37913.3017,"定期报告,期权行权,可转债转股"
2023-09-30,37923.1579,"可转债转股,期权行权"
2023-11-07,37923.1579,激励股份解禁
2023-12-31,37940.8958,"可转债转股,定期报告,期权行权"
2024-01-09,37940.8958,激励股份解禁
2024-02-27,37936.8791,股份回购
2024-03-31,38026.8034,"可转债转股,期权行权"
2024-06-30,38029.8783,"可转债转股,定期报告,期权行权"
2024-07-09,38029.8783,限售股份上市
2024-09-30,38029.9031,可转债转股
2024-11-19,38029.9328,"可转债转股,期权行权"
2024-11-26,38029.9328,激励股份解禁
2024-12-05,37912.1272,股份回购
2024-12-23,37912.1272,其他
2024-12-31,37912.1272,定期报告
2025-01-07,37912.1272,激励股份解禁
2025-02-05,37912.3604,"可转债转股,期权行权"
2025-02-11,37912.3604,其他
2025-03-14,47049.2025,增发新股上市
2025-03-31,47049.2025,"可转债转股,期权行权"
2025-04-18,47048.9868,股份回购
2025-06-30,47049.0376,"可转债转股,定期报告"
2025-09-15,49281.4482,"可转债转股,期权行权,限售股份上市"
2025-09-26,50907.0967,"可转债转股,期权行权"
2025-09-30,51069.2016,"可转债转股,期权行权"
2025-10-09,51076.2476,可转债转股
2025-11-04,51081.8723,期权行权
