change_date,total_shares_10k,reason
2016-06-30,7268.48,定期报告
2016-07-07,9691.38,A股上市
2016-12-31,9691.38,定期报告
2017-06-30,9691.38,定期报告
2017-07-10,9691.38,限售股份上市
2017-12-31,9691.38,定期报告
2018-06-30,9691.38,定期报告
2018-12-31,9691.38,定期报告
2019-06-19,14537.07,转增
2019-06-30,14537.07,定期报告
2019-07-08,14537.07,限售股份上市
2019-12-31,14537.07,定期报告
2020-06-30,14537.07,定期报告
2020-12-31,14537.07,定期报告
2021-06-25,17793.2205,增发新股上市
2021-06-30,17793.2205,定期报告
2021-12-27,17793.2205,限售股份上市
2021-12-31,17793.2205,定期报告
2022-06-30,17793.2205,定期报告
2022-10-14,20004.4649,增发新股上市
2022-12-31,20004.4649,定期报告
2023-04-18,20004.4649,限售股份上市
2023-05-26,28006.2508,转增
2023-06-30,28006.2508,定期报告
2023-12-31,28006.2508,定期报告
2024-04-15,28006.2508,限售股份上市
2024-06-30,28006.2508,定期报告
2024-12-31,28006.2508,定期报告
2025-06-30,28006.2508,定期报告
