change_date,total_shares_10k,reason
2019-06-30,39828.57,定期报告
2019-07-22,44328.57,A股上市
2019-12-31,44328.57,定期报告
2020-01-22,44328.57,限售股份上市
2020-06-30,44328.57,定期报告
2020-07-22,44328.57,限售股份上市
2020-12-31,44328.57,定期报告
2021-01-26,44738.3383,"增发新股上市,股权激励"
2021-06-30,44738.3383,定期报告
2021-07-22,44738.3383,限售股份上市
2021-09-17,44759.2932,"增发新股上市,股权激励"
2021-09-24,44809.581,"增发新股上市,股权激励"
2021-12-28,44803.7632,股份回购
2021-12-31,44803.7632,定期报告
2022-06-30,44803.7632,定期报告
2022-07-18,45111.7004,"增发新股上市,股权激励"
2022-07-19,45111.7004,激励股份解禁
2022-09-06,45088.3265,股份回购
2022-12-31,45088.3265,定期报告
2023-05-05,45101.07,"增发新股上市,股权激励"
2023-06-06,45101.07,激励股份解禁
2023-06-30,45101.07,定期报告
2023-07-21,45101.07,激励股份解禁
2023-08-07,45300.317,"增发新股上市,股权激励"
2023-09-04,45258.7185,股份回购
2023-09-20,48426.8287,增发新股上市
2023-12-26,48422.3588,股份回购
2023-12-31,48422.3588,定期报告
2024-01-08,48422.3588,激励股份解禁
2024-03-20,48422.3588,限售股份上市
2024-05-08,48422.3588,其他
2024-06-20,48302.9659,股份回购
2024-06-30,48302.9659,定期报告
2024-07-13,48302.9659,其他
2024-12-31,48302.9659,定期报告
2025-02-14,48299.9855,股份回购
2025-03-06,71472.547,转增
2025-06-30,71472.547,定期报告
2025-08-25,71472.547,限售股份上市
