change_date,total_shares_10k,reason
2019-06-30,363340.5396,定期报告
2019-07-05,363340.5396,A股上市
2019-12-31,363340.5396,定期报告
2020-06-30,363340.5396,定期报告
2020-07-06,363340.5396,限售股份上市
2020-12-31,363340.5396,定期报告
2021-06-30,363340.5396,定期报告
2021-08-25,471678.7742,配股上市
2021-12-31,471678.7742,定期报告
2022-06-30,471678.7742,定期报告
2022-07-05,471678.7742,限售股份上市
2022-12-31,471678.7742,定期报告
2023-06-30,471678.7742,定期报告
2023-12-31,471678.7742,定期报告
2024-06-30,471678.7742,定期报告
2024-12-31,471678.7742,定期报告
2025-06-30,471678.7742,定期报告
2025-12-31,471678.7742,定期报告
