change_date,total_shares_10k,reason
2004-09-08,11000.0,A股上市
2004-12-31,11000.0,定期报告
2005-06-30,11000.0,定期报告
2005-10-28,11000.0,股权分置
2005-12-31,11000.0,定期报告
2006-06-30,11000.0,定期报告
2006-10-30,11000.0,股权分置受限股份上市
2006-12-31,11000.0,定期报告
2007-06-30,11000.0,定期报告
2007-07-26,11000.0,股权分置受限股份上市
2007-12-31,11000.0,定期报告
2008-06-20,12100.0,转增
2008-06-30,12100.0,定期报告
2008-12-31,12100.0,定期报告
2009-05-27,13310.0,转增
2009-06-30,13310.0,定期报告
2009-11-13,13310.0,股权分置受限股份上市
2009-12-31,13310.0,定期报告
2010-05-13,17303.0,转增
2010-06-30,17303.0,定期报告
2010-12-31,17303.0,定期报告
2011-06-30,17303.0,定期报告
2011-12-31,17303.0,定期报告
2012-06-30,17303.0,定期报告
2012-07-09,20460.51,增发新股上市
2012-12-31,20460.51,定期报告
2013-06-07,32736.816,转增
2013-06-30,32736.816,定期报告
2013-07-09,32736.816,限售股份上市
2013-12-31,32736.816,定期报告
2014-06-30,32736.816,定期报告
2014-12-31,32736.816,定期报告
2015-06-30,32736.816,定期报告
2015-12-31,32736.816,定期报告
2016-06-30,32736.816,定期报告
2016-12-31,32736.816,定期报告
2017-06-30,32736.816,定期报告
2017-12-31,32736.816,定期报告
2018-06-30,32736.816,定期报告
2018-12-31,48762.5309,定期报告
2019-01-07,48762.5309,增发新股上市
2019-06-30,48762.5309,定期报告
2019-12-31,48762.5309,定期报告
2020-06-30,48762.5309,定期报告
2020-12-31,48762.5309,定期报告
2021-06-30,48762.5309,定期报告
2021-12-31,48762.5309,定期报告
2022-04-18,48388.3566,股份回购
2022-06-30,48388.3566,定期报告
2022-07-06,48388.3566,限售股份上市
2022-12-31,48388.3566,定期报告
2023-06-30,48388.3566,定期报告
2023-12-31,48388.3566,定期报告
2024-06-30,48388.3566,定期报告
2024-12-31,48388.3566,定期报告
2025-06-30,48388.3566,定期报告
