change_date,total_shares_10k,reason
2016-12-06,6667.0,A股上市
2016-12-31,6667.0,定期报告
2017-06-23,6725.4,"增发新股上市,股权激励"
2017-06-30,6725.4,定期报告
2017-12-06,6725.4,限售股份上市
2017-12-31,6725.4,定期报告
2018-06-01,12105.72,转增
2018-06-15,12105.72,激励股份解禁
2018-06-30,12105.72,定期报告
2018-12-12,12105.72,限售股份上市
2018-12-31,12105.72,定期报告
2019-06-14,12105.72,激励股份解禁
2019-06-17,12103.074,股份回购
2019-06-28,19364.9184,转增
2019-06-30,19364.9184,定期报告
2019-12-06,19364.9184,限售股份上市
2019-12-31,19364.9184,定期报告
2020-04-23,19364.9184,其他
2020-06-16,19364.112,股份回购
2020-06-23,19364.112,激励股份解禁
2020-06-30,19364.112,定期报告
2020-12-31,19364.112,定期报告
2021-05-07,22898.8812,增发新股上市
2021-06-30,22898.8812,定期报告
2021-11-08,22898.8812,限售股份上市
2021-12-31,22898.8812,定期报告
2022-06-30,22898.8812,定期报告
2022-12-31,22898.8812,定期报告
2023-06-30,22898.8812,定期报告
2023-12-31,22898.8812,定期报告
2024-06-30,22898.8812,定期报告
2024-11-20,22898.8812,其他
2024-12-31,22898.8812,定期报告
2025-06-30,22898.8812,定期报告
