change_date,total_shares_10k,reason
2017-05-16,20800.0,A股上市
2017-06-30,20800.0,定期报告
2017-12-31,20800.0,定期报告
2018-05-16,20800.0,限售股份上市
2018-06-19,20894.1,"增发新股上市,股权激励"
2018-06-30,20894.1,定期报告
2018-12-31,20894.1,定期报告
2019-06-26,20894.1,激励股份解禁
2019-06-30,20894.1,定期报告
2019-12-31,20894.1,定期报告
2020-05-18,20894.1,限售股份上市
2020-06-05,29251.74,转增
2020-06-29,29251.74,激励股份解禁
2020-06-30,29251.74,定期报告
2020-12-31,29251.74,定期报告
2021-06-30,29251.74,定期报告
2021-07-23,29199.044,股份回购
2021-12-31,29199.044,定期报告
2022-06-30,29199.044,定期报告
2022-12-31,29199.044,定期报告
2023-06-30,29199.044,定期报告
2023-12-31,29199.044,定期报告
2024-06-30,29199.044,定期报告
2024-12-31,29199.044,定期报告
2025-06-30,29199.044,定期报告
