change_date,total_shares_10k,reason
1992-12-31,16688.0,定期报告
1993-06-21,16688.0,"A股上市,B股上市"
1993-12-31,16688.0,定期报告
1994-05-20,20025.6,"送股,转增"
1994-06-30,20025.6,定期报告
1994-12-31,20025.6,定期报告
1995-06-30,20025.6,定期报告
1995-07-11,22028.16,"送股,转增"
1995-12-31,22028.16,定期报告
1996-06-30,22028.16,定期报告
1996-12-31,22028.16,定期报告
1997-06-30,22028.16,定期报告
1997-12-31,22028.16,定期报告
1998-06-30,22028.16,定期报告
1998-12-31,22028.16,定期报告
1999-06-30,22028.16,定期报告
1999-12-31,22028.16,定期报告
2000-06-30,22028.16,定期报告
2000-12-31,22028.16,定期报告
2001-06-30,22028.16,定期报告
2001-12-31,22028.16,定期报告
2002-06-30,22028.16,定期报告
2002-12-31,22028.16,定期报告
2003-06-30,22028.16,定期报告
2003-12-31,22028.16,定期报告
2004-06-30,22028.16,定期报告
2004-12-31,22028.16,定期报告
2005-06-30,22028.16,定期报告
2005-12-31,22028.16,定期报告
2006-01-04,22028.16,股权分置
2006-06-30,22028.16,定期报告
2006-12-31,22028.16,定期报告
2007-06-30,22028.16,定期报告
2007-12-31,22028.16,定期报告
2008-06-30,22028.16,定期报告
2008-12-31,22028.16,定期报告
2009-01-20,22028.16,股权分置受限股份上市
2009-06-30,22028.16,定期报告
2009-12-31,22028.16,定期报告
2010-06-30,22028.16,定期报告
2010-12-31,22028.16,定期报告
2011-06-30,22028.16,定期报告
2011-12-31,22028.16,定期报告
2012-06-30,22028.16,定期报告
2012-12-31,22028.16,定期报告
2013-06-30,22028.16,定期报告
2013-12-31,22028.16,定期报告
2014-06-30,22028.16,定期报告
2014-12-31,22028.16,定期报告
2015-03-27,29728.16,增发新股上市
2015-06-30,29728.16,定期报告
2015-12-31,29728.16,定期报告
2016-06-30,29728.16,定期报告
2016-08-15,29728.16,股权分置受限股份上市
2016-12-31,29728.16,定期报告
2017-06-30,29728.16,定期报告
2017-12-31,29728.16,定期报告
2018-04-19,29728.16,限售股份上市
2018-06-30,29728.16,定期报告
2018-12-31,29728.16,定期报告
2019-05-15,43105.832,转增
2019-06-30,43105.832,定期报告
2019-12-31,43105.832,定期报告
2020-06-30,43105.832,定期报告
2020-12-31,43105.832,定期报告
2021-06-30,43105.832,定期报告
2021-12-31,43105.832,定期报告
2022-06-30,43105.832,定期报告
2022-12-31,43105.832,定期报告
2023-06-30,43105.832,定期报告
2023-12-31,43105.832,定期报告
2024-06-30,43105.832,定期报告
2024-12-31,43105.832,定期报告
2025-06-30,43105.832,定期报告
