change_date,total_shares_10k,reason
2010-02-23,44000.0,A股上市
2010-05-24,44000.0,配售股份上市
2010-06-30,44000.0,定期报告
2010-12-31,44000.0,定期报告
2011-02-23,44000.0,限售股份上市
2011-03-10,66000.0,转增
2011-06-30,66000.0,定期报告
2011-12-31,66000.0,定期报告
2012-06-30,66000.0,定期报告
2012-12-31,66000.0,定期报告
2013-02-25,66000.0,限售股份上市
2013-06-30,66000.0,定期报告
2013-12-31,66000.0,定期报告
2014-06-30,66000.0,定期报告
2014-12-31,66000.0,定期报告
2015-04-15,99000.0,转增
2015-06-30,99000.0,定期报告
2015-12-31,99000.0,定期报告
2016-04-25,118800.0,转增
2016-06-30,118800.0,定期报告
2016-12-31,118800.0,定期报告
2017-06-30,118800.0,定期报告
2017-12-31,118800.0,定期报告
2018-04-17,154440.0,转增
2018-06-30,154440.0,定期报告
2018-12-31,154440.0,定期报告
2019-06-30,154440.0,定期报告
2019-12-31,154440.0,定期报告
2020-04-30,154440.0,其他
2020-06-30,154440.0,定期报告
2020-12-31,164431.0,"可转债转股,定期报告"
2021-03-15,170240.1556,可转债转股
2021-03-31,172763.7236,可转债转股
2021-04-08,176158.3527,可转债转股
2021-05-11,189815.4614,可转债转股
2021-05-19,192892.4037,可转债转股
2021-06-30,195032.5663,"可转债转股,定期报告"
2021-09-30,195777.7063,可转债转股
2021-10-14,195777.8373,可转债转股
2021-12-31,200082.6817,"定期报告,可转债转股"
2022-01-10,205803.6276,可转债转股
2022-06-30,205803.6276,定期报告
2022-12-15,205803.6276,其他
2022-12-31,205804.0,定期报告
2023-04-13,205803.6276,其他
2023-06-30,205803.6276,定期报告
2023-12-31,205803.6276,定期报告
2024-06-30,205803.6276,定期报告
2024-09-11,205803.6276,其他
2024-12-16,205803.6276,"股份回购,股权激励"
2024-12-31,205803.6276,定期报告
2025-05-21,205683.6276,股份回购
2025-06-30,205683.6276,定期报告
2025-09-08,205683.6276,其他
2025-12-19,205683.6276,激励股份解禁
