change_date,total_shares_10k,reason
2010-08-06,4134.0,A股上市
2010-11-08,4134.0,配售股份上市
2010-12-31,4134.0,定期报告
2011-03-30,10335.0,转增
2011-06-30,10335.0,定期报告
2011-08-08,10335.0,限售股份上市
2011-12-31,10335.0,定期报告
2012-03-22,10335.0,限售股份上市
2012-06-30,10335.0,定期报告
2012-12-31,10335.0,定期报告
2013-04-22,20670.0,转增
2013-06-30,20670.0,定期报告
2013-08-06,20670.0,"限售股份上市,承诺限售"
2013-08-30,20670.0,限售股份上市
2013-12-31,20670.0,定期报告
2014-03-11,21459.9453,增发新股上市
2014-06-30,21459.9453,定期报告
2014-08-06,21459.9453,限售股份上市
2014-12-31,21459.9453,定期报告
2015-06-30,21459.9453,定期报告
2015-12-02,21459.9453,限售股份上市
2015-12-22,21459.9453,送股
2015-12-31,21459.9453,定期报告
2016-01-05,21459.9453,限售股份上市
2016-05-25,53649.8632,转增
2016-06-30,53649.8632,定期报告
2016-11-15,63839.4366,增发新股上市
2016-12-31,63839.4366,定期报告
2017-01-19,66039.9255,增发新股上市
2017-06-30,66039.9255,定期报告
2017-12-07,66039.9255,限售股份上市
2017-12-20,66927.9255,"增发新股上市,股权激励"
2017-12-31,66927.9255,定期报告
2018-01-19,66927.9255,限售股份上市
2018-06-30,66927.9255,定期报告
2018-12-28,66927.9255,激励股份解禁
2018-12-31,66927.9255,定期报告
2019-04-08,66916.4255,股份回购
2019-06-30,66916.4255,定期报告
2019-12-03,66916.4255,限售股份上市
2019-12-30,66916.4255,激励股份解禁
2019-12-31,66916.4255,定期报告
2020-04-14,66905.0255,股份回购
2020-04-24,66905.0255,其他
2020-05-14,66733.5255,股份回购
2020-06-30,66733.5255,定期报告
2020-12-31,66733.5255,定期报告
2021-06-30,66733.5255,定期报告
2021-12-31,66733.5255,定期报告
2022-06-30,66733.5255,定期报告
2022-11-15,73726.5255,增发新股上市
2022-12-31,73726.5255,定期报告
2023-05-16,73726.5255,限售股份上市
2023-06-30,73726.5255,定期报告
2023-12-31,73726.5255,定期报告
2024-06-30,73726.5255,定期报告
2024-12-31,73726.5255,定期报告
2025-06-30,73726.5255,定期报告
2025-12-31,73726.5255,定期报告
