change_date,total_shares_10k,reason
1994-12-31,5174.0,定期报告
1995-12-31,5174.0,定期报告
1996-11-28,5174.0,A股上市
1996-12-31,5174.0,定期报告
1997-06-03,9313.2,"送股,转增"
1997-06-30,9313.2,定期报告
1997-12-31,9313.2,定期报告
1998-06-30,9313.2,定期报告
1998-12-31,9313.2,定期报告
1999-06-30,9313.2,定期报告
1999-12-31,11638.7813,定期报告
2000-04-06,12590.7813,配股上市
2000-06-30,12590.7813,定期报告
2000-12-31,12590.7813,定期报告
2001-06-30,12590.7813,定期报告
2001-12-31,12590.7813,定期报告
2002-06-30,12590.7813,定期报告
2002-07-30,14479.3984,"送股,转增"
2002-12-17,16203.3984,增发新股上市
2002-12-30,16203.3984,职工股上市
2002-12-31,16203.3984,定期报告
2003-06-24,25925.4373,"送股,转增"
2003-06-30,25925.4374,定期报告
2003-12-31,25925.4374,定期报告
2004-06-30,25925.4374,定期报告
2004-12-31,25925.4374,定期报告
2005-06-30,25925.4374,定期报告
2005-12-31,25925.4374,定期报告
2006-06-30,25925.4374,定期报告
2006-09-20,25925.4374,股权分置
2006-10-25,32125.4374,增发新股上市
2006-12-31,32125.4374,定期报告
2007-06-30,32125.4374,定期报告
2007-09-26,32125.4374,股权分置受限股份上市
2007-12-31,32125.4374,定期报告
2008-06-30,32125.4374,定期报告
2008-12-31,32125.4374,定期报告
2009-06-30,37208.7644,定期报告
2009-07-15,37208.7644,增发新股上市
2009-07-21,59534.023,"送股,转增"
2009-12-25,59534.023,股权分置受限股份上市
2009-12-31,59534.023,定期报告
2010-06-30,59534.023,定期报告
2010-12-31,59534.023,定期报告
2011-06-30,59534.023,定期报告
2011-12-31,59534.023,定期报告
2012-06-30,59534.023,定期报告
2012-12-31,59534.023,定期报告
2013-06-30,59534.023,定期报告
2013-12-31,59534.023,定期报告
2014-01-10,59534.023,"股权分置受限股份上市,限售股份上市"
2014-06-30,59534.023,定期报告
2014-12-31,59534.023,定期报告
2015-06-30,59534.023,定期报告
2015-12-31,59534.023,定期报告
2016-06-30,59534.023,定期报告
2016-12-31,59534.023,定期报告
2017-06-30,59534.023,定期报告
2017-12-31,59534.023,定期报告
2018-06-30,59534.023,定期报告
2018-12-31,59534.023,定期报告
2019-06-30,59534.023,定期报告
2019-12-31,59534.023,定期报告
2020-06-30,59534.023,定期报告
2020-12-31,59534.023,定期报告
2021-06-30,59534.023,定期报告
2021-12-31,59534.023,定期报告
2022-06-30,59534.023,定期报告
2022-12-31,59534.023,定期报告
2023-06-30,59534.023,定期报告
2023-12-31,59534.023,定期报告
2024-06-30,59534.023,定期报告
2024-12-31,59534.023,定期报告
2025-06-30,59534.023,定期报告
2025-12-31,59534.023,定期报告
