change_date,total_shares_10k,reason
2000-12-31,12350.0,定期报告
2001-02-21,18350.0,A股上市
2001-06-30,18350.0,定期报告
2001-12-31,18350.0,定期报告
2002-06-30,18350.0,定期报告
2002-12-31,18350.0,定期报告
2003-05-30,31195.0,"送股,转增"
2003-06-30,31195.0,定期报告
2003-12-31,31195.0,定期报告
2004-06-30,31195.0,定期报告
2004-12-31,31195.0,定期报告
2005-06-30,31195.0,定期报告
2005-12-31,31195.0,定期报告
2006-05-22,36517.3697,股权分置
2006-06-30,36517.3697,定期报告
2006-12-31,36517.3697,定期报告
2007-05-22,36517.3697,股权分置受限股份上市
2007-06-30,36517.3697,定期报告
2007-12-31,36517.3697,定期报告
2008-05-15,51124.3176,转增
2008-05-22,51124.3176,股权分置受限股份上市
2008-06-30,51124.3176,定期报告
2008-12-31,51124.3176,定期报告
2009-05-22,51124.3176,股权分置受限股份上市
2009-06-09,61349.1811,送股
2009-06-30,61349.1811,定期报告
2009-12-07,68247.1811,增发新股上市
2009-12-31,68247.1811,定期报告
2010-06-18,81896.6173,转增
2010-06-30,81896.6173,定期报告
2010-12-31,81896.6173,定期报告
2011-06-30,81896.6173,定期报告
2011-12-31,81896.6173,定期报告
2012-06-30,81896.6173,定期报告
2012-12-31,81896.6173,定期报告
2013-06-30,81896.6173,定期报告
2013-12-31,81896.6173,定期报告
2014-03-27,113748.5573,增发新股上市
2014-06-30,113748.5573,定期报告
2014-12-31,113748.5573,定期报告
2015-06-30,113748.5573,定期报告
2015-12-31,113748.5573,定期报告
2016-06-30,113748.5573,定期报告
2016-11-04,135692.1309,增发新股上市
2016-12-31,135692.1309,定期报告
2017-03-27,135692.1309,限售股份上市
2017-06-30,135692.1309,定期报告
2017-11-06,135692.1309,限售股份上市
2017-12-31,135692.1309,定期报告
2018-06-30,135692.1309,定期报告
2018-12-31,135692.1309,定期报告
2019-06-30,135692.1309,定期报告
2019-12-31,135692.1309,定期报告
2020-06-30,135692.1309,定期报告
2020-12-31,135692.1309,定期报告
2021-06-30,135692.1309,定期报告
2021-12-31,135692.1309,定期报告
2022-06-30,135692.1309,定期报告
2022-12-31,135692.1309,定期报告
2023-06-30,135692.1309,定期报告
2023-12-31,135692.1309,定期报告
2024-06-30,135692.1309,定期报告
2024-12-31,135692.1309,定期报告
2025-06-30,135692.1309,定期报告
