change_date,total_shares_10k,reason
1994-01-03,6137.0,A股上市
1994-03-19,6137.0,职工股上市
1994-04-04,6918.0,"送股,转增"
1994-12-31,6918.0,定期报告
1995-06-30,6918.0,定期报告
1995-12-31,6918.0,定期报告
1996-06-30,6918.0,定期报告
1996-07-24,8301.6,"送股,转增"
1996-12-31,8301.6,定期报告
1997-06-30,8301.6,定期报告
1997-12-31,8301.6,定期报告
1998-06-30,8301.6,定期报告
1998-12-31,8301.6,定期报告
1999-06-15,10792.08,"送股,转增"
1999-06-30,10792.08,定期报告
1999-12-31,10792.08,定期报告
2000-06-30,10792.08,定期报告
2000-12-31,10792.08,定期报告
2001-06-30,10792.08,定期报告
2001-12-31,10792.08,定期报告
2002-06-30,10792.08,定期报告
2002-12-31,10792.08,定期报告
2003-06-30,10792.08,定期报告
2003-12-31,10792.08,定期报告
2004-06-30,10792.08,定期报告
2004-12-31,10792.08,定期报告
2005-06-30,10792.08,定期报告
2005-12-31,10792.08,定期报告
2006-06-30,10792.08,定期报告
2006-12-31,16057.56,定期报告
2007-01-15,16057.56,股权分置
2007-06-30,16057.56,定期报告
2007-12-31,16057.56,定期报告
2008-06-30,16057.56,定期报告
2008-07-31,16057.56,股权分置受限股份上市
2008-12-31,16057.56,定期报告
2009-06-30,16057.56,定期报告
2009-12-31,16057.56,定期报告
2010-01-12,16057.56,股权分置受限股份上市
2010-06-30,16057.56,定期报告
2010-12-31,16057.56,定期报告
2011-04-08,16057.56,限售股份上市
2011-05-25,32115.12,转增
2011-06-30,32115.12,定期报告
2011-07-06,32115.12,股权分置受限股份上市
2011-12-21,32115.12,股权分置受限股份上市
2011-12-31,32115.12,定期报告
2012-05-04,32115.12,股权分置受限股份上市
2012-06-30,32115.12,定期报告
2012-12-31,32115.12,定期报告
2013-06-30,32115.12,定期报告
2013-12-31,32115.12,定期报告
2014-06-20,48336.07,增发新股上市
2014-06-30,48336.07,定期报告
2014-07-31,54206.5112,增发新股上市
2014-12-31,54206.5112,定期报告
2015-02-06,54206.5112,股权分置受限股份上市
2015-05-07,70468.4646,转增
2015-06-30,70468.4646,定期报告
2015-07-31,70468.4646,限售股份上市
2015-09-10,85663.4731,增发新股上市
2015-12-31,85663.4731,定期报告
2016-02-19,88463.4731,"增发新股上市,股权激励"
2016-06-30,88463.4731,定期报告
2016-09-12,88463.4731,限售股份上市
2016-12-31,88463.4731,定期报告
2017-05-04,88463.4731,激励股份解禁
2017-06-23,88463.4731,限售股份上市
2017-06-30,88463.4731,定期报告
2017-12-31,88463.4731,定期报告
2018-06-30,88463.4731,定期报告
2018-12-31,88463.4731,定期报告
2019-06-30,88463.4731,定期报告
2019-12-31,88463.4731,定期报告
2020-06-30,88463.4731,定期报告
2020-12-31,88463.4731,定期报告
2021-06-30,88463.4731,定期报告
2021-12-31,88463.4731,定期报告
2022-06-30,88463.4731,定期报告
2022-12-31,88463.4731,定期报告
2023-06-30,88463.4731,定期报告
2023-12-31,88463.4731,定期报告
2024-06-30,88463.4731,定期报告
2024-12-31,88463.4731,定期报告
2025-06-30,88463.4731,定期报告
