change_date,total_shares_10k,reason
2016-12-31,36300.0,定期报告
2017-01-19,40350.0,A股上市
2017-06-19,40631.25,"增发新股上市,股权激励"
2017-06-30,40631.25,定期报告
2017-12-31,40631.25,定期报告
2018-03-07,40678.75,"增发新股上市,股权激励"
2018-05-21,65086.0,转增
2018-06-22,65086.0,激励股份解禁
2018-06-30,65086.0,定期报告
2018-09-21,65549.25,"增发新股上市,股权激励"
2018-10-24,65548.034,股份回购
2018-12-31,65548.034,定期报告
2019-01-17,65584.534,"增发新股上市,股权激励"
2019-06-19,65584.534,激励股份解禁
2019-06-30,65584.534,定期报告
2019-09-05,65565.958,股份回购
2019-09-23,65565.9967,"可转债转股,激励股份解禁"
2019-09-30,65566.0492,可转债转股
2019-12-31,65566.1343,"定期报告,可转债转股"
2020-01-20,65566.1477,"可转债转股,限售股份上市"
2020-03-31,65566.2059,可转债转股
2020-05-13,65566.2399,"可转债转股,激励股份解禁"
2020-05-25,65566.2545,可转债转股
2020-06-23,65566.2597,"激励股份解禁,可转债转股"
2020-06-30,65566.6127,"可转债转股,定期报告"
2020-07-24,65835.5832,可转债转股
2020-08-04,66042.377,可转债转股
2020-08-28,66820.7901,可转债转股
2020-09-21,66820.7901,激励股份解禁
2020-12-31,66820.7901,定期报告
2021-01-19,66803.0956,股份回购
2021-06-30,66803.0956,定期报告
2021-08-04,66654.9706,股份回购
2021-12-31,66654.9706,定期报告
2022-06-30,66654.9706,定期报告
2022-08-11,69601.6545,增发新股上市
2022-12-21,70123.9045,"增发新股上市,股权激励"
2022-12-31,70123.9045,定期报告
2023-02-13,70123.9045,限售股份上市
2023-06-30,70123.9045,定期报告
2023-12-31,70123.9045,定期报告
2024-03-29,70123.9045,其他
2024-06-30,70123.9045,定期报告
2024-07-17,69601.6545,股份回购
2024-12-31,69601.6545,定期报告
2025-06-30,69601.6545,定期报告
2025-07-26,69601.6545,其他
2025-12-31,69601.6545,定期报告
