change_date,total_shares_10k,reason
2012-06-19,6699.0,A股上市
2012-06-30,6699.0,定期报告
2012-12-31,6699.0,定期报告
2013-05-20,13398.0,转增
2013-06-20,13398.0,限售股份上市
2013-06-30,13398.0,定期报告
2013-12-31,13398.0,定期报告
2014-06-30,13398.0,定期报告
2014-12-31,13398.0,定期报告
2015-06-24,13398.0,"限售股份上市,承诺限售"
2015-06-30,13398.0,定期报告
2015-10-14,24116.4,转增
2015-12-31,24116.4,定期报告
2016-01-12,25128.988,增发新股上市
2016-06-24,25128.988,限售股份上市
2016-06-30,25128.988,定期报告
2016-12-31,25128.988,定期报告
2017-01-12,25128.988,限售股份上市
2017-06-30,25128.988,定期报告
2017-12-31,25128.988,定期报告
2018-06-30,25128.988,定期报告
2018-09-26,25363.188,"增发新股上市,股权激励"
2018-12-31,25363.188,定期报告
2019-06-30,25363.188,定期报告
2019-08-21,25360.938,股份回购
2019-10-16,25360.938,激励股份解禁
2019-12-30,25357.938,股份回购
2019-12-31,25357.938,定期报告
2020-04-18,25357.938,其他
2020-06-30,25357.938,定期报告
2020-07-30,25355.988,股份回购
2020-09-29,25355.988,激励股份解禁
2020-12-31,25355.988,定期报告
2021-06-30,25355.988,定期报告
2021-07-27,25288.878,股份回购
2021-12-31,25288.878,定期报告
2022-06-30,25288.878,定期报告
2022-12-31,25288.878,定期报告
2023-06-30,25288.878,定期报告
2023-12-31,25288.878,定期报告
2024-06-30,25288.878,定期报告
2024-12-31,25288.878,定期报告
2025-06-30,25288.878,定期报告
