change_date,total_shares_10k,reason
2000-06-30,10000.0,定期报告
2000-10-12,15000.0,A股上市
2000-12-31,15000.0,定期报告
2001-06-30,15000.0,定期报告
2001-09-26,30000.0,"送股,转增"
2001-12-31,30000.0,定期报告
2002-06-30,30000.0,定期报告
2002-11-07,39000.0,"送股,转增"
2002-12-31,39000.0,定期报告
2003-06-30,39000.0,定期报告
2003-12-31,39000.0,定期报告
2004-03-18,50700.0,"送股,转增"
2004-06-30,50700.0,定期报告
2004-12-31,50700.0,定期报告
2005-06-30,50700.0,定期报告
2005-12-31,50700.0,定期报告
2006-06-30,50700.0,定期报告
2006-07-14,50700.0,股权分置
2006-12-31,50700.0,定期报告
2007-04-12,76050.0,转增
2007-06-30,76050.0,定期报告
2007-07-19,76050.0,股权分置受限股份上市
2007-12-31,76050.0,定期报告
2008-06-03,152100.0,"送股,转增"
2008-06-30,152100.0,定期报告
2008-10-22,152100.0,股权分置受限股份上市
2008-12-31,152100.0,定期报告
2009-04-15,152100.0,其他
2009-06-30,152100.0,定期报告
2009-07-10,167310.0,送股
2009-12-31,167310.0,定期报告
2010-02-04,197105.4705,限售股份上市
2010-02-12,197105.4705,增发新股上市
2010-04-15,197105.4705,股权分置受限股份上市
2010-06-30,197105.4705,定期报告
2010-08-27,492763.6762,送股
2010-12-23,579721.9562,H股上市
2010-12-31,579721.9562,定期报告
2011-01-13,592765.6962,超额配售
2011-02-14,592765.6962,限售股份上市
2011-06-30,592765.6962,定期报告
2011-07-15,770595.405,转增
2011-12-31,770595.405,定期报告
2012-06-30,770595.405,定期报告
2012-12-31,770595.405,定期报告
2013-06-30,770595.405,定期报告
2013-12-31,770595.405,定期报告
2014-06-30,770595.405,定期报告
2014-12-31,770595.405,定期报告
2015-06-30,770595.405,定期报告
2015-12-31,766413.225,"股份回购,定期报告"
2016-06-30,766413.225,定期报告
2016-12-31,766413.225,定期报告
2017-06-30,766413.225,定期报告
2017-07-07,762528.7164,股份回购
2017-12-28,779404.8075,"增发新股上市,股权激励"
2017-12-31,779404.8075,定期报告
2018-06-30,779404.8075,定期报告
2018-09-21,779202.3575,股份回购
2018-11-09,781057.8433,"增发新股上市,股权激励"
2018-11-29,780853.6633,股份回购
2018-12-07,780853.6633,激励股份解禁
2018-12-31,780853.6633,定期报告
2019-04-30,781911.6478,期权行权
2019-06-30,784457.2191,定期报告
2019-07-19,780424.0446,股份回购
2019-10-31,784439.3011,股份回购
2019-11-18,786853.663,"期权行权,激励股份解禁"
2019-12-31,787497.4858,定期报告
2020-01-07,786530.5155,股份回购
2020-01-16,787327.4641,"期权行权,激励股份解禁"
2020-06-30,789877.8232,"定期报告,期权行权"
2020-10-19,791869.8044,期权行权
2020-11-10,791905.8698,"股份回购,期权行权"
2020-12-03,791905.8698,激励股份解禁
2020-12-14,792199.3497,"股份回购,期权行权"
2020-12-17,792233.6527,期权行权
2020-12-29,792251.1972,"期权行权,激励股份解禁"
2020-12-31,793769.0533,"定期报告,期权行权"
2021-02-03,814222.648,"增发新股上市,期权行权"
2021-02-10,865498.3346,"增发新股上市,期权行权"
2021-06-28,867408.2537,期权行权
2021-06-30,867408.2537,定期报告
2021-08-10,867503.1447,"限售股份上市,期权行权"
2021-12-31,867799.2236,"定期报告,期权行权"
2022-06-30,867799.2236,定期报告
2022-12-31,867799.2236,定期报告
2023-06-30,867799.2236,定期报告
2023-12-31,867799.2236,定期报告
2024-06-30,867799.2236,定期报告
2024-12-31,867799.2236,定期报告
2025-06-11,864853.5236,股份回购
2025-06-30,864853.5236,定期报告
