change_date,total_shares_10k,reason
2017-09-06,14668.0,A股上市
2017-12-31,14668.0,定期报告
2018-06-30,14668.0,定期报告
2018-09-06,14668.0,限售股份上市
2018-12-31,14668.0,定期报告
2019-05-30,20535.2,转增
2019-06-30,20535.2,定期报告
2019-12-31,20535.2,定期报告
2020-06-30,20535.2,定期报告
2020-09-07,20535.2,限售股份上市
2020-12-31,20535.2,定期报告
2021-06-03,20944.2,"增发新股上市,股权激励"
2021-06-30,20944.2,定期报告
2021-12-31,20944.2,定期报告
2022-06-27,20777.0,股份回购
2022-06-30,20777.0,定期报告
2022-12-31,20777.0,定期报告
2023-04-18,20535.2,股份回购
2023-06-21,21835.2,增发新股上市
2023-06-30,21835.2,定期报告
2023-12-31,21835.2,定期报告
2024-06-07,30485.768,转增
2024-06-30,30485.768,定期报告
2024-07-10,30485.768,其他
2024-12-31,30485.768,定期报告
2025-06-30,30485.768,定期报告
