change_date,total_shares_10k,reason
2003-06-30,11096.64,定期报告
2003-12-31,11096.64,定期报告
2004-01-15,18596.64,A股上市
2004-06-30,18596.64,定期报告
2004-12-31,18596.64,定期报告
2005-06-30,18596.64,定期报告
2005-12-31,18596.64,定期报告
2006-06-30,18596.64,定期报告
2006-09-27,18596.64,股权分置
2006-12-31,18596.64,定期报告
2007-06-30,18596.64,定期报告
2007-09-27,18596.64,股权分置受限股份上市
2007-12-31,18596.64,定期报告
2008-06-30,18596.64,定期报告
2008-10-06,18596.64,股权分置受限股份上市
2008-12-31,18596.64,定期报告
2009-06-30,18596.64,定期报告
2009-09-28,18596.64,股权分置受限股份上市
2009-12-31,18596.64,定期报告
2010-06-30,18596.64,定期报告
2010-12-31,18596.64,定期报告
2011-02-11,20354.64,增发新股上市
2011-06-30,20354.64,定期报告
2011-12-31,20354.64,定期报告
2012-02-13,20354.64,限售股份上市
2012-05-04,44780.208,转增
2012-06-30,44780.208,定期报告
2012-12-31,44780.208,定期报告
2013-06-30,44780.208,定期报告
2013-12-31,44780.208,定期报告
2014-02-11,44780.208,限售股份上市
2014-06-30,44780.208,定期报告
2014-12-31,44780.208,定期报告
2015-06-30,44780.208,定期报告
2015-10-20,52780.208,增发新股上市
2015-12-31,52780.208,定期报告
2016-06-30,52780.208,定期报告
2016-12-31,52780.208,定期报告
2017-06-30,52780.208,定期报告
2017-12-31,52780.208,定期报告
2018-06-30,52780.208,定期报告
2018-10-22,52780.208,限售股份上市
2018-12-31,52780.208,定期报告
2019-06-30,52780.208,定期报告
2019-12-31,52780.208,定期报告
2020-06-30,52780.208,定期报告
2020-12-31,52780.208,定期报告
2021-06-30,52780.208,定期报告
2021-12-31,52780.208,定期报告
2022-06-30,52780.208,定期报告
2022-12-31,52780.208,定期报告
2023-06-30,52780.208,定期报告
2023-12-31,52780.208,定期报告
2024-06-30,52780.208,定期报告
2024-12-31,52780.208,定期报告
2025-06-30,52780.208,定期报告
