change_date,total_shares_10k,reason
2014-11-11,8000.0,A股上市
2014-12-31,8000.0,定期报告
2015-06-30,8000.0,定期报告
2015-11-11,8000.0,限售股份上市
2015-12-31,8000.0,定期报告
2016-06-30,8000.0,定期报告
2016-12-31,8000.0,定期报告
2017-06-30,8000.0,定期报告
2017-11-13,8000.0,限售股份上市
2017-12-31,8000.0,定期报告
2018-06-22,11200.0,转增
2018-06-30,11200.0,定期报告
2018-12-31,11200.0,定期报告
2019-06-13,15680.0,转增
2019-06-30,15680.0,定期报告
2019-12-31,15680.0,定期报告
2020-06-22,21952.0,转增
2020-06-30,21952.0,定期报告
2020-12-31,21952.0,定期报告
2021-06-02,30732.8,"送股,转增"
2021-06-30,30732.8,定期报告
2021-12-31,30732.8,定期报告
2022-05-31,43025.92,"送股,转增"
2022-06-30,43802.542,定期报告
2022-07-14,43802.542,"增发新股上市,股权激励"
2022-12-31,43802.542,定期报告
2023-06-30,43802.542,定期报告
2023-08-25,43802.542,激励股份解禁
2023-09-28,43789.704,股份回购
2023-12-31,43789.704,定期报告
2024-06-30,43789.704,定期报告
2024-08-15,43789.704,激励股份解禁
2024-09-19,43787.184,股份回购
2024-12-31,43787.184,定期报告
2025-05-20,47012.9902,增发新股上市
2025-06-09,50238.7966,增发新股上市
2025-06-30,50238.7966,定期报告
2025-08-14,50238.7966,激励股份解禁
