change_date,total_shares_10k,reason
2004-04-27,9400.0,A股上市
2004-06-30,9400.0,定期报告
2004-12-31,9400.0,定期报告
2005-05-18,12220.0,"送股,转增"
2005-06-30,12220.0,定期报告
2005-12-31,12220.0,定期报告
2006-04-21,18330.0,"送股,转增"
2006-05-19,18330.0,股权分置
2006-06-30,18330.0,定期报告
2006-12-31,18330.0,定期报告
2007-04-19,32994.0,转增
2007-06-30,32994.0,定期报告
2007-09-14,34925.43,增发新股上市
2007-12-31,34925.43,定期报告
2008-05-08,41910.516,转增
2008-05-19,41910.516,股权分置受限股份上市
2008-06-30,41910.516,定期报告
2008-09-16,41910.516,限售股份上市
2008-12-31,41910.516,定期报告
2009-04-23,46101.5676,转增
2009-05-22,46101.5676,股权分置受限股份上市
2009-06-30,46101.5676,定期报告
2009-12-31,46101.5676,定期报告
2010-05-21,46101.5676,股权分置受限股份上市
2010-06-04,50711.7243,转增
2010-06-30,50711.7243,定期报告
2010-09-30,50711.7243,"股份回购,股权激励"
2010-10-29,50486.2243,股份回购
2010-12-31,50486.2243,定期报告
2011-06-30,50486.2243,定期报告
2011-07-27,50486.2243,激励股份解禁
2011-09-05,54389.6246,增发新股上市
2011-12-07,54373.9496,股份回购
2011-12-31,54373.9496,定期报告
2012-02-23,54299.6996,股份回购
2012-06-12,65174.4895,转增
2012-06-30,65174.4895,定期报告
2012-07-11,64827.9106,股份回购
2012-07-27,64827.9106,激励股份解禁
2012-09-05,64827.9106,限售股份上市
2012-12-31,64827.9106,定期报告
2013-06-30,64827.9106,定期报告
2013-07-02,64603.4068,股份回购
2013-12-31,64603.4068,定期报告
2014-06-25,64289.8348,股份回购
2014-06-30,64289.8348,定期报告
2014-09-02,64142.2909,股份回购
2014-12-02,64132.3885,股份回购
2014-12-31,64132.3885,定期报告
2015-06-30,64132.3885,定期报告
2015-07-10,64560.3885,"增发新股上市,股权激励"
2015-07-24,64172.5496,股份回购
2015-12-31,64172.5496,定期报告
2016-01-08,64167.5496,股份回购
2016-01-18,64182.5496,"增发新股上市,股权激励"
2016-05-11,89855.5694,转增
2016-06-30,89855.5694,定期报告
2016-07-04,89586.3494,股份回购
2016-10-12,110448.4183,增发新股上市
2016-12-31,110448.4183,定期报告
2017-06-30,110448.4183,定期报告
2017-07-13,110284.0583,股份回购
2017-10-12,110284.0583,限售股份上市
2017-12-13,110284.0583,股权激励
2017-12-31,110284.0583,定期报告
2018-06-30,110284.0583,定期报告
2018-08-10,110231.8383,"激励股份解禁,股份回购"
2018-12-13,110231.8383,激励股份解禁
2018-12-31,110231.8383,定期报告
2019-06-30,110231.8383,定期报告
2019-08-07,109874.3383,股份回购
2019-12-31,109874.3383,定期报告
2020-06-30,109874.3383,定期报告
2020-12-31,109874.3383,定期报告
2021-03-02,109874.3383,其他
2021-03-19,109874.3383,其他
2021-06-02,109874.3383,其他
2021-06-30,109874.3383,定期报告
2021-12-31,109874.3383,定期报告
2022-06-30,109874.3383,定期报告
2022-11-07,109649.4683,股份回购
2022-12-31,109649.4683,定期报告
2023-06-30,109649.4683,定期报告
2023-12-31,109649.4683,定期报告
2024-06-30,109649.4683,定期报告
2024-12-31,109649.4683,定期报告
2025-06-30,109649.4683,定期报告
