change_date,total_shares_10k,reason
2015-12-22,17040.0,A股上市
2015-12-31,17040.0,定期报告
2016-06-08,42600.0,转增
2016-06-30,42600.0,定期报告
2016-12-31,42600.0,定期报告
2017-06-30,42600.0,定期报告
2017-12-31,42600.0,定期报告
2018-06-30,42600.0,定期报告
2018-12-24,42600.0,限售股份上市
2018-12-31,42600.0,定期报告
2019-06-30,42600.0,定期报告
2019-12-31,42600.0,定期报告
2020-06-30,42600.0,定期报告
2020-09-17,46873.4227,增发新股上市
2020-11-23,47694.1227,"增发新股上市,股权激励"
2020-12-31,47694.1227,定期报告
2021-03-17,47694.1227,限售股份上市
2021-06-03,47690.1227,股份回购
2021-06-30,47690.1227,定期报告
2021-11-23,47690.1227,激励股份解禁
2021-12-28,47683.1227,股份回购
2021-12-31,47683.1227,定期报告
2022-06-30,47683.1227,定期报告
2022-07-18,47672.3227,股份回购
2022-11-23,47672.3227,激励股份解禁
2022-12-31,47672.3227,定期报告
2023-02-14,49036.9413,增发新股上市
2023-06-02,49031.8413,股份回购
2023-06-30,49031.8413,定期报告
2023-08-14,49031.8413,限售股份上市
2023-09-27,49287.8413,"增发新股上市,股权激励"
2023-11-23,49287.8413,激励股份解禁
2023-12-27,49280.9413,股份回购
2023-12-31,49280.9413,定期报告
2024-06-30,49280.9413,定期报告
2024-09-27,49280.9413,激励股份解禁
2024-12-31,49280.9413,定期报告
2025-06-30,49280.9413,定期报告
2025-07-18,49673.2013,"增发新股上市,股份回购,股权激励"
2025-08-29,49596.4013,股份回购
2025-12-31,49596.4013,定期报告
