change_date,total_shares_10k,reason
2020-12-31,39720.2,定期报告
2021-01-29,46270.2,A股上市
2021-06-30,46270.2,定期报告
2021-12-31,46270.2,定期报告
2022-02-07,46270.2,限售股份上市
2022-06-20,49485.634,增发新股上市
2022-06-30,49485.634,定期报告
2022-07-29,49485.634,限售股份上市
2022-12-31,49485.634,定期报告
2023-05-05,69279.8876,转增
2023-06-30,69279.8876,定期报告
2023-12-31,69279.8876,定期报告
2024-03-24,69282.9665,可转债转股
2024-03-31,69283.1638,可转债转股
2024-04-23,69283.4596,可转债转股
2024-06-30,69283.6101,"可转债转股,定期报告"
2024-07-29,69283.6315,"可转债转股,限售股份上市"
2024-08-16,69445.3639,可转债转股
2024-09-12,70526.8326,可转债转股
2024-09-30,70970.8326,可转债转股
2024-12-31,71463.4505,"可转债转股,定期报告"
2025-03-31,71463.4844,可转债转股
2025-06-24,71463.4963,"可转债转股,限售股份上市"
2025-06-30,71463.4963,定期报告
2025-09-23,71463.5915,可转债转股
2025-09-30,71463.5915,可转债转股
2025-12-31,71463.5915,可转债转股
