change_date,total_shares_10k,reason
2007-03-06,6000.0,A股上市
2007-06-06,6000.0,配售股份上市
2007-06-30,6000.0,定期报告
2007-08-29,12000.0,转增
2007-12-31,12000.0,定期报告
2008-03-06,12000.0,限售股份上市
2008-06-30,12000.0,定期报告
2008-12-31,12000.0,定期报告
2009-05-26,24000.0,"送股,转增"
2009-06-30,24000.0,定期报告
2009-12-31,24000.0,定期报告
2010-03-08,24000.0,限售股份上市
2010-06-30,24000.0,定期报告
2010-11-12,26446.0,增发新股上市
2010-12-31,26446.0,定期报告
2011-05-13,39669.0,转增
2011-06-30,39669.0,定期报告
2011-11-14,39669.0,限售股份上市
2011-12-31,39669.0,定期报告
2012-06-30,39669.0,定期报告
2012-12-31,39669.0,定期报告
2013-06-30,39669.0,定期报告
2013-12-31,39669.0,定期报告
2014-01-28,40084.0,"增发新股上市,股权激励"
2014-06-30,40084.0,定期报告
2014-11-06,39955.3,股份回购
2014-12-31,39955.3,定期报告
2015-02-03,39969.3,"增发新股上市,股权激励"
2015-04-27,47609.3,"增发新股上市,股权激励"
2015-06-30,47609.3,定期报告
2015-12-31,47609.3,"激励股份解禁,定期报告"
2016-05-23,47673.5,"股份回购,期权行权"
2016-06-17,119187.725,"转增,期权行权"
2016-06-30,119189.675,"定期报告,期权行权"
2016-11-30,119189.675,激励股份解禁
2016-12-31,119224.7538,"定期报告,期权行权"
2017-01-12,119189.675,激励股份解禁
2017-03-23,140686.1986,"增发新股上市,期权行权"
2017-04-26,140678.6986,股份回购
2017-06-30,140747.3773,"定期报告,期权行权"
2017-07-06,140751.1773,期权行权
2017-12-31,140819.2123,定期报告
2018-01-30,140751.1773,激励股份解禁
2018-03-23,140816.3573,"股份回购,期权行权"
2018-04-27,140816.3573,限售股份上市
2018-05-15,140832.286,期权行权
2018-06-30,140832.286,定期报告
2018-10-29,140834.9147,"限售股份上市,期权行权"
2018-12-31,140834.9147,定期报告
2019-06-30,140834.9147,定期报告
2019-12-31,140834.9147,定期报告
2020-03-23,140834.9147,限售股份上市
2020-04-17,140834.9147,限售股份上市
2020-06-30,140834.9147,定期报告
2020-12-31,140834.9147,定期报告
2021-06-30,140834.9147,定期报告
2021-07-30,140834.9147,限售股份上市
2021-12-31,140834.9147,定期报告
2022-06-08,140834.9147,限售股份上市
2022-06-30,140834.9147,定期报告
2022-12-31,140834.9147,定期报告
2023-02-23,140834.9147,限售股份上市
2023-04-21,140834.9147,限售股份上市
2023-06-02,166081.6688,增发新股上市
2023-06-30,166081.6688,定期报告
2023-12-31,166081.6688,定期报告
2024-06-30,166081.6688,定期报告
2024-12-31,166081.6688,定期报告
2025-06-30,166081.6688,定期报告
2025-12-31,166081.6688,定期报告
