change_date,total_shares_10k,reason
2022-04-22,8000.0,A股上市
2022-06-30,8000.0,定期报告
2022-10-24,8000.0,限售股份上市
2022-12-31,8000.0,定期报告
2023-03-03,8166.5463,期权行权
2023-04-24,8166.5463,限售股份上市
2023-05-12,8318.5427,期权行权
2023-06-14,8333.0927,期权行权
2023-06-30,8333.0927,定期报告
2023-09-27,8333.0927,限售股份上市
2023-12-31,8333.0927,定期报告
2024-04-22,8333.0927,限售股份上市
2024-06-04,8333.0927,"股份回购,股权激励"
2024-06-07,8494.774,期权行权
2024-06-30,8494.774,定期报告
2024-07-02,8494.774,其他
2024-12-31,8494.774,定期报告
2025-01-22,8494.774,其他
2025-04-29,8494.774,限售股份上市
2025-05-20,8599.3515,期权行权
2025-05-27,8599.3515,"股份回购,股权激励"
2025-06-06,8613.9015,期权行权
2025-06-10,8613.9015,"股份回购,股权激励"
2025-06-30,8613.9015,定期报告
2025-10-22,8613.9015,限售股份上市
2026-03-03,8613.9015,限售股份上市
