change_date,total_shares_10k,reason
2003-12-16,6800.0,A股上市
2003-12-31,6800.0,定期报告
2004-06-30,6800.0,定期报告
2004-12-31,6800.0,定期报告
2005-06-01,10200.0,"送股,转增"
2005-06-30,10200.0,定期报告
2005-08-09,10200.0,股权分置
2005-12-31,10200.0,定期报告
2006-06-01,14280.0,"送股,转增"
2006-06-30,14280.0,定期报告
2006-08-09,14280.0,股权分置受限股份上市
2006-12-31,14280.0,定期报告
2007-04-23,18564.0,转增
2007-06-30,18564.0,定期报告
2007-08-09,18564.0,股权分置受限股份上市
2007-12-31,18564.0,定期报告
2008-05-28,29702.4,送股
2008-06-30,29702.4,定期报告
2008-08-11,29702.4,股权分置受限股份上市
2008-12-31,29702.4,定期报告
2009-04-23,44553.6,"送股,转增"
2009-06-30,44553.6,定期报告
2009-12-31,44553.6,定期报告
2010-05-10,62375.04,送股
2010-06-30,62375.04,定期报告
2010-12-31,62375.04,定期报告
2011-06-30,62375.04,定期报告
2011-12-31,62375.04,定期报告
2012-06-30,62375.04,定期报告
2012-12-31,62375.04,定期报告
2013-06-06,61780.518,股份回购
2013-06-30,61780.518,定期报告
2013-12-31,61780.518,定期报告
2014-06-30,61780.518,定期报告
2014-12-31,61780.518,定期报告
2015-06-30,61780.518,定期报告
2015-12-31,61780.518,定期报告
2016-06-30,61780.518,定期报告
2016-12-31,61780.518,定期报告
2017-06-30,61780.518,定期报告
2017-12-31,61780.518,定期报告
2018-06-30,61780.518,定期报告
2018-12-31,61780.518,定期报告
2019-05-15,80314.6734,送股
2019-06-30,80314.6734,定期报告
2019-12-31,80314.6734,定期报告
2020-06-05,104409.0754,送股
2020-06-30,104409.0754,定期报告
2020-12-31,104409.0754,定期报告
2021-03-05,104409.0754,其他
2021-06-30,104409.0754,定期报告
2021-07-16,146156.048,送股
2021-12-31,146156.048,定期报告
2022-06-30,146156.048,定期报告
2022-08-18,190000.6442,送股
2022-12-31,190000.6442,定期报告
2023-02-13,190000.6442,其他
2023-06-30,190000.6442,定期报告
2023-09-07,190000.6442,其他
2023-09-30,190000.6442,期权行权
2023-12-31,190000.6442,定期报告
2024-03-31,190000.6442,期权行权
2024-04-12,189414.4775,股份回购
2024-06-28,189414.4775,期权行权
2024-06-30,189414.4775,定期报告
2024-09-30,189414.4775,期权行权
2024-12-31,189414.5075,"定期报告,期权行权"
2025-03-04,189176.7475,股份回购
2025-03-31,189176.7477,期权行权
2025-06-30,189176.7477,定期报告
2025-09-12,189473.4207,期权行权
2025-10-22,189413.0907,"股份回购,期权行权"
2025-12-31,189413.0907,定期报告
2026-03-04,189413.0907,其他
2026-03-25,189364.7942,股份回购
