change_date,total_shares_10k,reason
2006-12-08,23600.0,A股上市
2006-12-31,23600.0,定期报告
2007-03-08,23600.0,配售股份上市
2007-06-30,23600.0,定期报告
2007-12-10,23600.0,股权分置受限股份上市
2007-12-31,23600.0,定期报告
2008-01-07,26843.0,增发新股上市
2008-03-18,53686.0,"送股,转增"
2008-06-30,53686.0,定期报告
2008-12-31,53686.0,定期报告
2009-06-30,53686.0,定期报告
2009-12-31,53686.0,定期报告
2010-04-20,76956.0,增发新股上市
2010-06-30,76956.0,定期报告
2010-09-20,115434.0,转增
2010-09-29,115434.0,限售股份上市
2010-12-31,115434.0,定期报告
2011-04-20,115434.0,限售股份上市
2011-06-30,115434.0,定期报告
2011-10-25,115434.0,"股权转让,承诺限售"
2011-12-31,115434.0,定期报告
2012-06-30,115434.0,定期报告
2012-11-02,115434.0,限售股份上市
2012-11-22,115434.0,承诺限售
2012-12-31,115434.0,定期报告
2013-06-30,115434.0,定期报告
2013-09-17,139023.9078,增发新股上市
2013-11-25,139023.9078,限售股份上市
2013-12-31,139023.9078,定期报告
2014-06-30,139023.9078,定期报告
2014-09-17,139023.9078,限售股份上市
2014-12-31,139023.9078,定期报告
2015-06-30,139023.9078,定期报告
2015-12-31,139023.9078,定期报告
2016-05-09,139023.9078,承诺限售
2016-05-12,176940.0418,增发新股上市
2016-06-30,176940.0418,定期报告
2016-08-15,214644.9598,增发新股上市
2016-12-31,214644.9598,定期报告
2017-05-10,214644.9598,限售股份上市
2017-05-16,214644.9598,限售股份上市
2017-06-30,214644.9598,定期报告
2017-08-15,214644.9598,限售股份上市
2017-12-31,214644.9598,定期报告
2018-06-30,214644.9598,定期报告
2018-12-31,214644.9598,定期报告
2019-05-15,214644.9598,限售股份上市
2019-06-30,214644.9598,定期报告
2019-08-15,214644.9598,限售股份上市
2019-12-31,214644.9598,定期报告
2020-06-30,214644.9598,定期报告
2020-12-31,214644.9598,定期报告
2021-06-30,214644.9598,定期报告
2021-08-10,257573.9517,增发新股上市
2021-12-31,257573.9517,定期报告
2022-02-10,257573.9517,限售股份上市
2022-06-30,257573.9517,定期报告
2022-07-26,260081.9517,"增发新股上市,股权激励"
2022-12-31,260081.9517,定期报告
2023-02-10,260081.9517,限售股份上市
2023-03-28,260081.9517,其他
2023-06-06,259001.9517,股份回购
2023-06-30,259001.9517,定期报告
2023-12-31,259001.9517,定期报告
2024-06-30,259001.9517,定期报告
2024-12-31,259001.9517,定期报告
2025-06-30,259001.9517,定期报告
2025-09-30,259001.9517,其他
2025-12-31,259001.9517,定期报告
