change_date,total_shares_10k,reason
2010-04-29,8940.3,A股上市
2010-06-30,8940.3,定期报告
2010-07-29,8940.3,配售股份上市
2010-12-31,8940.3,定期报告
2011-04-29,8940.3,限售股份上市
2011-06-30,8940.3,定期报告
2011-12-31,8940.3,定期报告
2012-06-30,8940.3,定期报告
2012-12-31,8940.3,定期报告
2013-05-02,8940.3,限售股份上市
2013-06-21,17880.6,转增
2013-06-30,17880.6,定期报告
2013-12-31,17880.6,定期报告
2014-06-30,17880.6,定期报告
2014-12-31,17880.6,定期报告
2015-06-30,17880.6,定期报告
2015-12-31,17880.6,定期报告
2016-06-30,17880.6,定期报告
2016-12-31,17880.6,定期报告
2017-06-30,17880.6,定期报告
2017-12-31,17880.6,定期报告
2018-06-30,17880.6,定期报告
2018-12-31,17880.6,定期报告
2019-06-30,17880.6,定期报告
2019-12-31,17880.6,定期报告
2020-05-20,26820.9,转增
2020-06-30,26820.9,定期报告
2020-12-31,26820.9,定期报告
2021-06-30,26820.9,定期报告
2021-12-31,26820.9,定期报告
2022-06-30,26820.9,定期报告
2022-12-31,26820.9,定期报告
2023-06-30,26820.9,定期报告
2023-12-31,26820.9,定期报告
2024-06-30,26820.9,定期报告
2024-12-31,26820.9,定期报告
2025-06-30,26820.9,定期报告
