change_date,total_shares_10k,reason
2015-05-15,32935.0,A股上市
2015-06-30,32935.0,定期报告
2015-12-31,32935.0,定期报告
2016-05-18,32935.0,限售股份上市
2016-06-30,32935.0,定期报告
2016-07-28,65870.0,转增
2016-12-31,65870.0,定期报告
2017-06-30,65870.0,定期报告
2017-12-31,65870.0,定期报告
2018-05-16,65870.0,限售股份上市
2018-06-30,65870.0,定期报告
2018-12-31,65870.0,定期报告
2019-06-30,65870.0,定期报告
2019-12-31,65870.0,定期报告
2020-06-30,65870.0,定期报告
2020-12-31,65870.0,定期报告
2021-02-04,72457.0,增发新股上市
2021-06-30,72457.0,定期报告
2021-12-31,72457.0,定期报告
2022-06-30,72457.0,定期报告
2022-12-30,96656.7854,增发新股上市
2022-12-31,96656.7854,定期报告
2023-04-20,107169.2689,增发新股上市
2023-06-30,107169.2689,定期报告
2023-10-23,107169.2689,限售股份上市
2023-12-31,107169.2689,定期报告
2024-01-02,107169.2689,限售股份上市
2024-02-05,107169.2689,限售股份上市
2024-06-30,107169.2689,定期报告
2024-12-31,107169.2689,定期报告
2025-06-30,107169.2689,定期报告
2025-12-31,107169.2689,"定期报告,限售股份上市"
