change_date,total_shares_10k,reason
2020-12-31,43583.6583,定期报告
2021-02-04,50383.6583,A股上市
2021-06-30,50383.6583,定期报告
2021-12-31,50383.6583,定期报告
2022-02-07,50383.6583,限售股份上市
2022-06-30,50383.6583,定期报告
2022-12-31,50383.6583,定期报告
2023-06-30,50383.6583,定期报告
2023-08-25,59907.4678,增发新股上市
2023-12-31,59907.4678,定期报告
2024-02-05,59907.4678,限售股份上市
2024-02-27,59907.4678,限售股份上市
2024-05-23,59907.4678,其他
2024-06-30,59907.4678,定期报告
2024-12-31,59907.4678,定期报告
2025-02-05,59907.4678,限售股份上市
2025-06-30,59907.4678,定期报告
