change_date,total_shares_10k,reason
2004-06-16,8719.194,A股上市
2004-06-30,8719.194,定期报告
2004-12-31,8719.194,定期报告
2005-06-15,13078.791,"送股,转增"
2005-06-30,13078.791,定期报告
2005-12-31,13078.791,定期报告
2006-04-04,13078.791,股权分置
2006-05-25,26157.582,"送股,转增"
2006-06-30,26157.582,定期报告
2006-12-31,26157.582,定期报告
2007-04-04,26157.582,限售股份上市
2007-06-30,26157.582,定期报告
2007-12-31,26157.582,定期报告
2008-04-07,26157.582,股权分置受限股份上市
2008-04-11,28773.3402,送股
2008-06-30,28773.3402,定期报告
2008-12-31,28773.3402,定期报告
2009-04-07,28773.3402,股权分置受限股份上市
2009-06-30,28773.3402,定期报告
2009-12-31,28773.3402,定期报告
2010-06-30,28773.3402,定期报告
2010-12-31,28773.3402,定期报告
2011-06-30,28773.3402,定期报告
2011-12-31,28773.3402,定期报告
2012-06-30,28773.3402,定期报告
2012-12-31,28773.3402,定期报告
2013-06-30,28773.3402,定期报告
2013-12-31,28773.3402,定期报告
2014-06-30,28773.3402,定期报告
2014-12-31,28773.3402,定期报告
2015-06-30,28773.3402,定期报告
2015-12-31,28773.3402,定期报告
2016-06-30,28773.3402,定期报告
2016-12-31,28773.3402,定期报告
2017-03-07,55522.9464,增发新股上市
2017-05-25,111045.8928,转增
2017-06-30,111045.8928,定期报告
2017-11-29,110976.7432,股份回购
2017-12-31,110976.7432,定期报告
2018-06-30,105622.687,定期报告
2018-07-23,105622.687,股份回购
2018-12-31,105622.687,定期报告
2019-06-30,105622.687,定期报告
2019-10-17,102693.696,股份回购
2019-12-31,102694.026,"定期报告,可转债转股"
2020-03-09,102694.026,限售股份上市
2020-03-31,102694.6364,可转债转股
2020-06-18,102694.8866,可转债转股
2020-06-30,102694.9472,"可转债转股,定期报告"
2020-09-30,102695.8366,可转债转股
2020-12-31,102695.9376,"可转债转股,定期报告"
2021-03-31,102696.0386,可转债转股
2021-06-18,102696.1901,可转债转股
2021-06-30,102696.1901,"可转债转股,定期报告"
2021-09-30,102696.4249,可转债转股
2021-12-31,102696.4555,"定期报告,可转债转股"
2022-03-31,102697.2212,可转债转股
2022-06-30,102698.2118,"定期报告,可转债转股"
2022-09-30,102698.3149,可转债转股
2022-12-31,102698.3252,"定期报告,可转债转股"
2023-01-11,117208.6033,增发新股上市
2023-03-31,117208.6348,可转债转股
2023-05-04,124968.8555,可转债转股
2023-05-10,127552.7991,可转债转股
2023-05-29,130121.9617,可转债转股
2023-06-09,132896.9082,可转债转股
2023-06-15,134117.2692,可转债转股
2023-06-30,134117.2692,定期报告
2023-12-31,134117.2692,定期报告
2024-06-30,134117.2692,定期报告
2024-07-11,134117.2692,限售股份上市
2024-12-31,134117.2692,定期报告
2025-06-30,134117.2692,定期报告
2025-12-31,134117.2692,定期报告
