change_date,total_shares_10k,reason
2010-12-31,5900.0,定期报告
2011-01-13,7900.0,A股上市
2011-04-13,7900.0,配售股份上市
2011-06-30,7900.0,定期报告
2011-12-31,7900.0,定期报告
2012-01-13,7900.0,限售股份上市
2012-06-30,7900.0,定期报告
2012-12-31,7900.0,定期报告
2013-06-30,7900.0,定期报告
2013-12-31,7900.0,定期报告
2014-01-13,7900.0,限售股份上市
2014-06-17,15800.0,转增
2014-06-30,15800.0,定期报告
2014-12-31,15800.0,定期报告
2015-06-30,15800.0,定期报告
2015-09-25,47400.0,转增
2015-12-31,47400.0,定期报告
2016-03-28,47400.0,限售股份上市
2016-06-30,47400.0,定期报告
2016-12-31,47400.0,定期报告
2017-06-30,47400.0,定期报告
2017-12-31,47400.0,定期报告
2018-06-30,47400.0,定期报告
2018-12-31,47400.0,定期报告
2019-06-30,47400.0,定期报告
2019-12-31,47400.0,定期报告
2020-06-30,47400.0,定期报告
2020-12-31,47400.0,定期报告
2021-06-30,47400.0,定期报告
2021-12-31,47400.0,定期报告
2022-06-30,47400.0,定期报告
2022-12-31,47400.0,定期报告
2023-06-30,47400.0,定期报告
2023-12-31,47400.0,定期报告
2024-06-30,47400.0,定期报告
2024-12-31,47400.0,定期报告
2025-06-30,47400.0,定期报告
