change_date,total_shares_10k,reason
2007-04-30,1288660.7892,A股上市
2007-06-30,1288660.7892,定期报告
2007-12-28,1352448.7892,吸收合并
2007-12-31,1352448.7892,定期报告
2008-05-06,1352448.7892,限售股份上市
2008-06-30,1352448.7892,定期报告
2008-12-31,1352448.7892,定期报告
2009-06-30,1352448.7892,定期报告
2009-12-31,1352448.7892,定期报告
2010-06-30,1352448.7892,定期报告
2010-12-31,1352448.7892,定期报告
2011-01-04,1352448.7892,限售股份上市
2011-06-30,1352448.7892,定期报告
2011-12-31,1352448.7892,定期报告
2012-06-30,1352448.7892,定期报告
2012-12-31,1352448.7892,定期报告
2013-06-30,1352448.7892,定期报告
2013-12-31,1352448.7892,定期报告
2014-06-30,1352448.7892,定期报告
2014-12-31,1352448.7892,定期报告
2015-06-15,1490379.8236,增发新股上市
2015-06-30,1490379.8236,定期报告
2015-12-31,1490379.8236,定期报告
2016-06-20,1490379.8236,限售股份上市
2016-06-30,1490379.8236,定期报告
2016-12-31,1490379.8236,定期报告
2017-06-30,1490379.8236,定期报告
2017-12-31,1490379.8236,定期报告
2018-06-30,1490379.8236,定期报告
2018-12-31,1490379.8236,定期报告
2019-02-25,1702267.2951,增发新股上市
2019-06-30,1702267.2951,定期报告
2019-12-31,1702267.2951,定期报告
2020-02-26,1702267.2951,限售股份上市
2020-06-30,1702267.2951,定期报告
2020-12-31,1702267.2951,定期报告
2021-06-30,1702267.2951,定期报告
2021-12-31,1702267.2951,定期报告
2022-06-13,1713494.3251,"增发新股上市,股权激励"
2022-06-30,1713494.3251,定期报告
2022-12-23,1716159.1551,"增发新股上市,股权激励"
2022-12-31,1716159.1551,定期报告
2023-06-30,1716159.1551,定期报告
2023-12-31,1716159.1551,定期报告
2024-01-26,1715838.1228,股份回购
2024-06-20,1715838.1228,激励股份解禁
2024-06-30,1715838.1228,定期报告
2024-10-25,1715649.8909,股份回购
2024-12-31,1715649.8909,定期报告
2025-01-03,1715649.8909,激励股份解禁
2025-01-24,1715563.2078,股份回购
2025-06-13,1715563.2078,激励股份解禁
2025-06-30,1715563.2078,定期报告
2025-12-23,1715563.2078,激励股份解禁
2025-12-31,1715563.2078,定期报告
2026-02-03,1715497.1327,股份回购
