change_date,total_shares_10k,reason
2003-09-15,63500.0,A股上市
2003-12-31,63500.0,定期报告
2004-06-30,63500.0,定期报告
2004-12-31,63500.0,定期报告
2005-06-30,63500.0,定期报告
2005-12-31,63500.0,定期报告
2006-04-19,63500.0,股权分置
2006-06-30,63500.0,定期报告
2006-12-31,63500.0,定期报告
2007-04-20,63500.0,股权分置受限股份上市
2007-06-30,63500.0,定期报告
2007-12-31,63500.0,定期报告
2008-04-29,63500.0,股权分置受限股份上市
2008-06-30,63500.0,定期报告
2008-12-31,63500.0,定期报告
2009-04-20,63500.0,股权分置受限股份上市
2009-06-30,63500.0,定期报告
2009-11-16,88500.0,增发新股上市
2009-12-31,88500.0,定期报告
2010-06-30,88500.0,定期报告
2010-12-31,88500.0,定期报告
2011-06-30,88500.0,定期报告
2011-12-31,88500.0,定期报告
2012-06-30,88500.0,定期报告
2012-11-19,88500.0,限售股份上市
2012-12-31,88500.0,定期报告
2013-06-30,88500.0,定期报告
2013-12-31,88500.0,定期报告
2014-06-30,88500.0,定期报告
2014-12-31,88500.0,定期报告
2015-02-06,149755.7426,增发新股上市
2015-06-30,149755.7426,定期报告
2015-12-31,149755.7426,定期报告
2016-06-30,149755.7426,定期报告
2016-12-31,149755.7426,定期报告
2017-06-30,149755.7426,定期报告
2017-12-31,149755.7426,定期报告
2018-06-30,149755.7426,定期报告
2018-12-31,149755.7426,定期报告
2019-06-30,149755.7426,定期报告
2019-12-31,149755.7426,定期报告
2020-02-06,149755.7426,限售股份上市
2020-06-30,149755.7426,定期报告
2020-12-31,149755.7426,定期报告
2021-06-30,149755.7426,定期报告
2021-12-31,149755.7426,定期报告
2022-06-01,151728.5426,"增发新股上市,股权激励"
2022-06-30,151728.5426,定期报告
2022-12-31,151728.5426,定期报告
2023-01-13,151911.0426,"增发新股上市,股权激励"
2023-04-13,151845.0426,股份回购
2023-06-30,151845.0426,定期报告
2023-10-26,151650.5426,股份回购
2023-12-31,151650.5426,定期报告
2024-06-21,150917.6043,股份回购
2024-06-30,150917.6043,定期报告
2024-12-31,150917.6043,定期报告
2025-06-30,150917.6043,定期报告
2025-11-07,150208.9065,股份回购
