change_date,total_shares_10k,reason
2017-12-29,35468.0,A股上市
2017-12-31,35468.0,定期报告
2018-06-30,35468.0,定期报告
2018-12-31,35468.0,定期报告
2019-01-02,35468.0,限售股份上市
2019-05-13,35468.0,限售股份上市
2019-05-28,46108.4,转增
2019-06-17,46108.4,限售股份上市
2019-06-30,46108.4,定期报告
2019-12-31,46108.4,定期报告
2020-04-28,55330.08,增发新股上市
2020-05-18,55330.08,其他
2020-05-29,77462.112,转增
2020-06-30,77462.112,定期报告
2020-10-29,77462.112,限售股份上市
2020-12-29,77462.112,限售股份上市
2020-12-31,77462.112,定期报告
2021-06-30,77462.112,定期报告
2021-07-07,77462.112,"股权激励,股份回购"
2021-12-31,77462.112,定期报告
2022-06-30,77462.112,定期报告
2022-07-12,77462.112,激励股份解禁
2022-11-16,77462.112,其他
2022-11-30,77013.9176,股份回购
2022-12-31,77013.9176,定期报告
2023-06-30,77013.9176,定期报告
2023-07-14,77013.9176,激励股份解禁
2023-10-25,76746.0689,股份回购
2023-12-31,76746.0689,定期报告
2024-06-30,76746.0689,定期报告
2024-07-15,76746.0689,激励股份解禁
2024-12-31,76746.0689,定期报告
2025-06-30,76746.0689,定期报告
