change_date,total_shares_10k,reason
2019-03-28,7304.0,A股上市
2019-06-10,10956.0,"送股,转增"
2019-06-30,10956.0,定期报告
2019-12-31,10956.0,定期报告
2020-03-30,10956.0,限售股份上市
2020-06-04,16434.0,转增
2020-06-30,16434.0,定期报告
2020-12-31,16434.0,定期报告
2021-06-30,16434.0,定期报告
2021-12-31,16434.0,定期报告
2022-03-30,16434.0,限售股份上市
2022-06-30,16434.0,定期报告
2022-12-31,16434.0,定期报告
2023-06-30,16434.0,定期报告
2023-12-31,16434.0,定期报告
2024-06-30,16434.0,定期报告
2024-12-31,16434.0,定期报告
2025-06-30,16434.0,定期报告
2025-10-30,16434.0,"股份回购,股权激励"
